string2 0,string 1
sub_100_087_1,"Я знаю, что они не привыкли к этому миру, но чтобы нам
понадобилась помощь людей... Ах, ну. Пожалуйста, приходи в
VIP-комнату театра. Просмотреть детали миссии {decision}"
sub_100_087_2,"Я могу подтвердить, что все Королевские Рыцари вернулись. Я
хочу, чтобы вы пришли и забрали свою награду."
sub_100_088_1,"Не мог бы ты зайти в VIP-комнату? Мне нужно попросить тебя об
одолжении. Это должно быть неплохой сделкой и для тебя.
Просмотреть детали миссии {decision}"
sub_100_089_1,"Помощники, которых я привёл, находятся на Арене Рая. Тебе стоит
сходить к ним и напомнить им об их роли.
Просмотреть детали миссии {decision}"
sub_110_090_1,"Я подтвердил аномальное явление! Но у меня есть ощущение, что
это немного сложно. Я в задних переулках Акихабары. Найди меня!
Просмотреть детали миссии {decision}"
sub_110_091_1,"Мы убегали от чего-то страшного, но мой друг не успел! Я в
Центральном городе. Пожалуйста, помоги!
Просмотреть детали миссии {decision}"
sub_110_092_1,"Мне удалось вовремя добраться до Центральной Башни... но все в
этом мире такие сильные, что я начинаю сомневаться в себе.
Просмотреть детали миссии {decision}"
sub_110_093_1,"Я одолею бессмертного коня Тёмного Сада и тем самым верну себе
уверенность как рыцарь!
Просмотреть детали миссии {decision}"
sub_110_094_1,"В замке Лорда Плутомона творится что-то странное, но я слишком
напуган, чтобы расследовать... Кто-нибудь, пожалуйста, помогите!
Просмотреть детали миссии {decision}"
sub_110_095_1,Неиспользованный
sub_110_098_1,"Эй, приходи в Центральную Башню! Я хочу показать тебе всех
собравшихся здесь Королевских Рыцарей.
Просмотреть детали миссии {decision}"
sub_110_099_1,"Я, Галлантмон, пришёл в Факториальный Город, чтобы починить своё
снаряжение, но не ожидал, что меня здесь задержат... Хм.
Просмотреть детали миссии {decision}"
sub_110_100_1,"Я с ВэрГарурумоном в святилище Зубчатого Леса. Интересно, почему
он так ненавидит людей...
Просмотреть детали миссии {decision}"
sub_110_101_1,"Я проделал весь этот путь в Факториальный Город, но не могу
починить свою броню. Мне нужна твоя помощь!
Просмотреть детали миссии {decision}"
sub_110_102_1,"Я пришёл в Святилище Бездны, чтобы починить свою броню, но как
мне устроить встречу с Нептунемоном?
Просмотреть детали миссии {decision}"
sub_110_103_1,"Я получил наводку о чём-то подозрительном! Что-то насчёт наблюдений
фазово-электронных форм жизни... Сама наводка тоже звучит подозрительно.
Я дам тебе детали в офисе! Просмотреть детали миссии {decision}"
sub_110_104_1,"Мы столкнулись с неопознанным летающим объектом в Акихабаре.
Можешь ли ты помочь мне? Я буду ждать у Южного Выхода
Электрического Города. Просмотреть детали миссии {decision}"
sub_110_104_2,"Как сказал доктор Симмонс, это довольно интересно."
sub_110_105_1,"Вот я и в Центральной Башне, но ЛордНайтмона нигде не видно.
Весьма тревожно...
Просмотреть детали миссии {decision}"
sub_110_106_1,"Динасмон и ЛордНайтмон спорят в Центральной Башне, и шум сводит
меня с ума. Не мог бы ты поговорить с ними?
Просмотреть детали миссии {decision}"
sub_110_108_1,"Подумать только, что никто из них не смог заметить меня... Это
впервые. А я ведь проделал весь этот путь до Центральной Башни!
Просмотреть детали миссии {decision}"
sub_110_109_1,"Я просто отдыхал в Тенистом Лесу, и тут появился этот
действительно сильный парень!
Просмотреть детали миссии {decision}"
sub_110_111_1,"Угх, как скучно. Куда, чёрт возьми, запропастился Джесмон? Разве
я не сказал встретиться на Арене Рая?
Просмотреть детали миссии {decision}"
sub_110_112_1,"Я стою в очереди в 'Яро-кэй Рамен' в Акихабаре, но что бы я ни
говорил, я всегда получаю не тот заказ....
Просмотреть детали миссии {decision}"
sub_110_113_1,"Мой друг, кажется, замешан в какую-то неприятность. Нужно заглянуть
в задние переулки Акихабары.
Просмотреть детали миссии {decision}"
sub_110_208_1,"Даже Сузаномон увлёкся этим миром. Пожалуйста, победи его на
Арене Рая и напомни ему о его истинной задаче.
Просмотреть детали миссии {decision}"
sub_110_211_1,"Мы восстановили большую часть своих сил. Приходи в Центральную
Башню как можно скорее. Мы будем ждать тебя!
Просмотреть детали миссии {decision}"
sub_900_114_1,Неиспользованный
sub_900_116_1,Неиспользованный
sub_900_117_1,Неиспользованный
sub_200_146_1,"Ещё один человек ушёл. Нам сильно не хватает рабочей силы. Следующее
место — Южный Выход Электрического Города... Может, кто-нибудь даст
мне энергетический напиток? Просмотреть детали миссии {decision}"
sub_200_147_1,"Я слышал, косплеер пропал в Парке Синдзюку. Я хочу расследовать,
так что давай встретимся на Водной Площади.
Просмотреть детали миссии {decision}"
sub_200_148_1,"Есть несколько Дигимонов, которые очень боятся людей. Я приду к
тебе домой в Центральный город, чтобы рассказать тебе всё об
этом. Просмотреть детали миссии {decision}"
sub_200_149_1,"Можешь прийти сюда быстрее? Я получил супер-жуткий Дигилайн.
Давай встретимся на Площади Видений в Хигаси-Синдзюку!
Просмотреть детали миссии {decision}"
sub_200_150_1,"Я проделал весь этот путь до Пляжа Бездны, а здесь никого нет...
Я хочу повеселиться со всеми в океане.
Просмотреть детали миссии {decision}"
sub_050_151_1,Неиспользованный
sub_050_152_1,"Есть кое-что, что я хочу сделать, и мне нужна твоя помощь. Я
буду ждать тебя в центре Центрального города.
Просмотреть детали миссии {decision}"
sub_090_153_1,
sub_900_154_1,
sub_900_154_2,
sub_080_155_1,
sub_010_156_1,"В офис папы Инори пришло странное письмо, и я не знаю, что
делать. У кого-нибудь есть совет?
Просмотреть детали миссии {decision}"
sub_010_157_1,
sub_010_158_1,(TBD) sub_010_158_1 Стартовый Дигиттер
sub_010_158_2,
sub_010_158_3,
sub_010_158_4,
sub_010_159_1,"Что вообще означает 'двадцатейший'...? Я сейчас совсем потерян,
поэтому просто стою в заднем переулке в Синдзюку...
Просмотреть детали миссии {decision}"
sub_040_160_1,"Конечно, я стал сильнее. Но теперь, когда Старшего Брата... Что
нам делать с Ареной Рая?
Просмотреть детали миссии {decision}"
sub_090_161_1,
sub_900_162_1,"Пришло время увидеть, кто истинный Король Карт. Я жду тебя у
Южного Выхода Электрического Города станции Акихабара.
Просмотреть детали миссии {decision}"
sub_900_162_2,"Похоже, ты побил Карточного короля. Ты заслужил право увидеть
меня. Я буду ждать тебя в Синдзюку."
sub_900_163_1,
sub_900_163_2,
sub_900_164_1,
sub_900_164_2,
sub_900_165_1,
sub_900_165_2,
sub_900_166_1,
sub_900_166_2,
sub_900_217_1,"Мне нужно поговорить с тобой. Я буду ждать тебя в заднем
переулке Акихабары.
Просмотреть детали миссии {decision}"
sub_070_167_1,"Мне нужно рассказать тебе о том, что меня беспокоит... Я могу
поделиться этим только с тобой. Я буду ждать в моём доме в
центре города! Просмотреть детали миссии {decision}"
sub_910_169_1,"Я получил наводку о деле о пропавшем человеке. Не мог бы ты
зайти в офис и помочь мне?
Просмотреть детали миссии {decision}"
sub_910_170_1,"Есть кое-кто, с кем я хочу тебя познакомить. Мы встречаемся в
офисе, так что я хочу, чтобы ты тоже пришёл.
Просмотреть детали миссии {decision}"
sub_910_171_1,"Я нашёл своё школьное фото. Присоединяйся ко мне, чтобы
поностальгировать! Я буду ждать тебя в офисе.
Просмотреть детали миссии {decision}"
sub_020_172_1,"Странно, что Шаркмон так легко отступил. Почему бы нам не
исследовать дно океана? Я буду ждать тебя в Глубинах Бездны.
Просмотреть детали миссии {decision}"
sub_020_173_1,"Ни один посетитель здесь не может оценить мою милоту.
Кто-нибудь, придите и исцелите мой усталый дух в 'Водопое
Воителя'! Просмотреть детали миссии {decision}"
sub_050_176_1,"У меня есть одно хлопотное дело. Загляни в таверну,
когда будешь в Центральном городе.
Просмотреть детали миссии {decision}"
sub_080_177_1,
sub_100_178_1,"Трое ведущих хотят передать тебе кое-что. Пожалуйста, приходи в
VIP-комнату Промежуточного Театра.
Просмотреть детали миссии {decision}"
sub_010_179_1,"Чёрт, какая западня. Кто-то заперся в туалете и не выходит. Они
всё бормочут о каком-то капитане и каком-то оружии...
Просмотреть детали миссии {decision}"
sub_010_180_1,"Разносите новость! Есть не один, а ДВА невероятно качественных
косплеера! Приходите посмотреть на них у Южного Выхода
Электрического Города! Просмотреть детали миссии {decision}"
sub_900_181_1,
sub_900_182_1,
sub_030_183_1,"Туман такой сильный, что я не могу пройти глубже в лес. Мне
стало страшно, и я вернулся в деревню...
Просмотреть детали миссии {decision}"
sub_030_184_1,
sub_900_215_1,"Я обнаружил ещё одно проявление аномального пространства. Я бы
хотел, чтобы ты его исследовал. Я буду ждать в Промежуточном
Театре. Просмотреть детали миссии {decision}"
sub_900_216_1,"Я зафиксировал сигнал, не похожий ни на что, что я видел раньше.
Приходи в Промежуточный Театр.
Просмотреть детали миссии {decision}"
sub_seekhiroko_010_010,"В последнее время мне снятся такие странные сны... Но они 
суперреалистичные, как будто я на самом деле там. Это может быть
моей следующей большой сенсацией! Просмотреть детали миссии {decision}"
sub_seekhiroko_010_011,Я чувствую запах истории для моего следующего видео!
sub_seekhiroko_020_010,"Что даёт? Мне больше не снятся странные сны! И вот я был ТААААК
близок к убийственной истории! Ну что ж. Думаю, мне просто нужно
продолжать охоту!"
sub_seekhiroko_020_011,"Ну что ж. Думаю, мне просто нужно продолжать охоту!"
sub_seekhiroko_030_010,"Мне снилось, что я нахожусь в месте с САМЫМИ УДИВИТЕЛЬНЫМИ
пейзажами! Это было так странно, как будто это был какой-то
далёкий мир! Жаль, что я не мог взять туда Инори!"
sub_seekhiroko_030_011,"Жаль, что я не мог взять туда Инори!"
sub_seekhiroko_040_010,"Мне приснился сон, что я плаваю и плаваю в этом великолепном
океане! И у меня никогда не заканчивался воздух, независимо от
того, сколько времени я оставался под водой! Это было ТААААК весело!"
sub_seekhiroko_040_011,Это было ТААААК весело!
sub_seekhiroko_050_010,"Мне приснился сон о великолепной вечеринке под огромной ёлкой!
Казалось, что всем было очень весело! Интересно, бывают ли
повторы во снах..."
sub_seekhiroko_050_011,"Интересно, бывают ли повторы снов..."
sub_seekhiroko_060_010,"Мне снился потрясающий город, полный пыхтящих машин! Жаль, что
Инори тоже не видела этого! Пейзаж был таким же классным!"
sub_seekhiroko_060_011,Пейзаж был просто потрясающим!
sub_seekhiroko_070_010,"Мне снилось место с кучей ангельских людей. И там был коридор,
где пол двигался вместе с тобой, когда ты шёл. Невозможно было
понять смысл во всём этом!"
sub_seekhiroko_070_011,Никак не мог понять смысл во всём этом!
sub_seekhiroko_080_010,"В моём сне я побывал в этом мире, где было МОРОЗНО! Ничего,
кроме льда и снега, насколько хватало глаз. О, но я
действительно играл с пингвинами и снеговиками!"
sub_seekhiroko_080_011,
sub_seekhiroko_090_010,"Мне приснился сон о том, как я спускаюсь под оживленный город. Я
продолжал спускаться всё ниже и ниже через все эти повороты и
изгибы... Типа, обойдусь без этой влажности, хотя! Фух!"
sub_seekhiroko_090_011,
sub_seekhiroko_100_010,"Итак, вникни в это! В моём сне я исследовал морские глубины!
Типа, я говорю о самом дне, возле этих огромных костей. И, лучше
всего, там были говорящие рыбы!"
sub_seekhiroko_100_011,
sub_seekhiroko_110_010,"Итак, посреди леса была железнодорожная станция, и там были эти
говорящие цветы и растения, которые говорили, что они охраняют
лес. Это то, что было в моём сне."
sub_seekhiroko_110_011,"Это то, что было в моём сне."
sub_seekhiroko_120_010,"Я был в музее, где был огромный робот! Почти уверен, что его
создал какой-нибудь гениальный изобретатель... О, кстати, это
был сон."
sub_seekhiroko_120_011,"О, кстати, это был сон."
sub_seekhiroko_130_010,"Я побывал в этой сверкающей комнате во сне. Там было то, что,
как мне кажется, было стулом, очень высоким, с действительно
большим лицом на нём. Извини. Я знаю, это трудно представить!"
sub_seekhiroko_130_011,"Извини. Я знаю, это трудно представить!"
sub_seekhiroko_140_010,"Мне приснился сон, что я заблудился в полуразрушенном замке.
Казалось, я не мог попасть туда, куда хотел... Но когда я,
наконец, прибыл... это оказалась тёмная, мрачная крепость."
sub_seekhiroko_140_011,
sub_seekhiroko_150_010,"Мне снилась скрытая деревня. Она казалась заброшенной, за исключением
того, что там был человек в белом халате, который продолжал улыбаться
и говорить: 'Теперь давай попробуем это...' с упрямой решимостью."
sub_seekhiroko_150_011,
sub_seekhiroko_160_010,"Чувствую, что у меня было так много странных снов! О самых
разных вещах, таких как красивые пейзажи и дно океана! Из них
должны получиться отличные темы для видео! Я должен собрать их все!"
sub_seekhiroko_160_011,
sub_seeketemon_010_010,"Мои души пропали, йо! Так боюсь, что они замёрзнут... Братан!
Помоги Дигимону! Найди все мои души для меня, а?!
Просмотреть детали миссии {decision}"
sub_seeketemon_010_011,
sub_seeketemon_020_010,"Чувак! Эти души безупречны! И теперь король Дигимона может
продолжать сиять! Спасибо, семья! Я отправил тебе кое-что за
твои хлопоты!"
sub_seeketemon_020_011,
sub_seeketemon_030_010,"Это моя душа, без сомнения! Ты всегда помнишь свой Номер 1!"
sub_seeketemon_040_010,"Сияет ли моя душа? Номер 2, благодаря тебе!"
sub_seeketemon_050_010,"Зажглась ли моя душа? Номер 3, в том месте, где нужно быть!"
sub_seeketemon_060_010,"Мою душу заклинило? Номер 4, на полу!"
sub_seeketemon_070_010,"Нашла ли моя душа ответ? Номер 5, выглядит живой!"
sub_seeketemon_080_010,Моя душа хотела команду! Номер 6 в миксе!
sub_seeketemon_090_010,Моя душа хочет зашифровать! Счастливое число 7!
sub_seeketemon_100_010,"Чокнутые болваны заставляют мою душу бурлить! Число 8 и жизнь
прекрасны!"
sub_seeketemon_110_010,"Моя душа прокладывает узкие канавки! Номер 9 и чувствую себя
прекрасно!"
sub_seeketemon_120_010,"Моя душа - молодой стрелок! Номер 10, снова вернулся!"
sub_seeketemon_130_010,"Моя душа поддерживает хорошие флюиды! Номер 11, прямо с небес!"
sub_seeketemon_140_010,"Это моя душа, детка! Понимаешь, о чём я? Дай мне дюжину таких,
как номер 12!"
sub_seeketemon_150_010,"Моя душа супер-царственна! В этом числе 13 нет ничего
несчастливого!"
sub_seeketemon_160_010,"В моей душе было то, что тебе нужно? Номер 14, выглядящий чистым
и стройным!"
sub_seeketemon_170_010,Моя душа - братан на всю жизнь! Номер 15 - настоящая машина!
sub_seeketemon_180_010,Моя душа потрясающая! Число 16 ещё никогда не было таким милым!
sub_seeketemon_190_010,"На душе у меня неспокойно, поверьте! Номер 17 был последним,
кого мы видели!"
sub_seeketemon_200_010,"Братан! Ты нашёл все мои души! Сиди смирно, пока я проверю, всё
ли в порядке! Я свяжусь с тобой позже!"
sub_seeketemon_200_011,Я свяжусь с тобой позже!
sub_seekkuga_010_010,"Зачистка Курамона в твоих способных руках. Они могут прятаться
где угодно в городе. Но твоих навыков более чем достаточно для
этой задачи, не так ли? Хи-хи. Просмотреть детали миссии {decision}"
sub_seekkuga_010_011,
sub_seekkuga_020_010,"Ты истребил всех Курамонов! Должен сказать, я понятия не имел,
что Куга такой завистливый парень. Это послужит отличным
материалом для исследования. Спасибо!"
sub_seekkuga_020_011,
sub_seekkuga_030_010,"[Свалка доктора Куги]
С дороги! Не приставай ко мне! Просто оставь меня в покое!"
sub_seekkuga_040_010,"[Свалка доктора Куги]
Снова?! Она снова вернулась?! Почему?!"
sub_seekkuga_050_010,"[Свалка доктора Куги]
Не оставляй меня! Не оставляй меня здесь совсем одну!"
sub_seekkuga_060_010,"[Свалка доктора Куги]
Чёрт возьми! Все продолжают стоять у меня на пути!"
sub_seekkuga_070_010,"[Свалка доктора Куги]
Где она?! Где Симмонс?!"
sub_seekkuga_080_010,"[Свалка доктора Куги]
Хехехе... Это будет конец Симмонса..."
sub_seekkuga_090_010,"[Свалка доктора Куги]
Это должен быть я...! Я! Никто другой!"
sub_seekkuga_100_010,"[Свалка доктора Куги]
Почему это не РАБОТАЕТ?! Как Симмонс это делает?!"
sub_seekkuga_110_010,"[Свалка доктора Куги]
Теперь я это вижу... Чего мне не хватает, так это голода!"
sub_seekkuga_120_010,"[Свалка доктора Куги]
Я единственный, кто может использовать Дигимон!"
sub_seekkuga_130_010,"[Свалка доктора Куги]
Симмонс! Симмонс! Симмонс!
Это всегда Симмонс... Просто заткнись уже!"
sub_seekkuga_140_010,"[Свалка доктора Куги]
Я буду тем, кто спасет мир! Не она!"
sub_seekkuga_150_010,"[Свалка доктора Куги]
Нет, нет, этого не может быть! Это должен быть сон!"
sub_seekkuga_160_010,"Это должен быть последний Курамон. Сиди смирно. Мне нужно
немного времени, чтобы подтвердить."
sub_clear_010_010,"На данный момент все побочные миссии выполнены. Ваш вклад будет
использован для анализа данных АДАМАСА."
sub_clear_010_020,"Как и ожидалось от человека твоего уровня. Приступайте к своей
основной миссии."
sub_clear_010_030,"На данный момент все побочные миссии завершены. База данных
ADAMAS будет постоянно обновляться."
sub_clear_010_040,"Ваш неоценимый вклад был отмечен. Приступайте к своей основной
миссии."
sub_clear_010_050,"Документ: ""Побочные Миссии""

Просмотреть {decision}"
dlc_000_010_1,"Техническое обслуживание лифта в задней части Промежуточного
Театра теперь завершено. Не мог бы ты зайти взглянуть? Я бы
хотел провести для тебя экскурсию. Просмотреть детали миссии {decision}"
dlc_000_020_1,За каждой дверью ждёт новая история об истине мира...
dlc_010_010_1,"Возникла проблема, касающаяся естественных законов мира. Я бы
хотел, чтобы ты её исследовал.
Просмотреть детали миссии {decision}"
dlc_020_010_1,"Есть кое-что, что я бы хотел, чтобы ты исследовал. Кто-то
искажает сами основы нашего мира.
Просмотреть детали миссии {decision}"
dlc_030_010_1,"Есть кое-что, что я бы хотел, чтобы ты исследовал. Кто-то
изменяет само течение времени.
Просмотреть детали миссии {decision}"
field_14_020_1,"Обнаружена неизвестная фазово-электронная форма жизни. Возможно,
она что-то знает. Попробуйте установить контакт."
field_14_040_0,"Пути назад уже нет. Тебе просто нужно найти лифт и двигаться
дальше."
field_14_040_1,"Анализ {l2} должен помочь вам найти любые слабые места в стене.
Просмотрите документ, если хотите узнать, как его использовать."
field_14_040_2,"Документ: ""Режим Анализа""

Просмотреть {decision}"
field_02_140_0,"Молния, похоже, притягивается к Дигимону с механическими телами.
Возможно, вы сможете использовать это в своих интересах во время
битвы."
field_03_160_0,"Не забывай, что Дивермон - Титан... Я не уверен, насколько мы
можем ему доверять."
field_03_160_1,"Возможно, он даже не вернется, как обещал. И вот мы здесь, на
дне океана..."
field_03_160_2,"Другими словами, это может быть ловушка. Будьте начеку."
field_06_190_10,Иди в переднюю часть вагона! Спаси Локомона!
field_06_190_20,"Обнаружены многочисленные сигналы Титанов. Вступай с ними
в бой, чтобы сбросить их с Локомона!"
field_06_190_21,"Используй Дигиатаки, чтобы быстро побеждать врагов
и двигаться дальше!"
field_06_190_30,Впереди обнаружено множество дигимонов! Действуй осторожно!
field_06_190_40,"Прямо впереди обнаружен огромный Дигимон! Он, должно быть,
довольно сильный. Держись!"
field_06_190_50,"Используй Дигиатаки, чтобы победить врага! Спаси Локомона!"
timejump_010_010,Возврат к Абсолютной временной шкале: Реальный мир.
timejump_020_010,"Возврат к Абсолютной временной шкале: Синдзюку
(8 лет назад)."
timejump_030_010,"Возврат к Абсолютной временной шкале: Цифровой мир
(8 лет назад)."
timejump_040_010,"Возврат к Абсолютной временной шкале: Синдзюку
(настоящее время)."
timejump_050_010,"Возврат к Абсолютной временной шкале: Цифровой мир
(настоящее время)."
timejump_060_010,"Возврат к Абсолютной временной шкале: Деревня Восстания
(настоящее время)."
arena_010_050,"Следующий бой завершён! Очевидно, никто в этой команде не
лжёт. Поговорим о странном..."
arena_010_060,"Следующий бой завершён! Эта команда - цирковая труппа,
настолько известная, что даже привлекла внимание чемпиона!"
arena_010_070,"Следующий бой завершён! Команда соперника на этот раз
окутана тайной, выиграв все свои предыдущие матчи по умолчанию!"
arena_010_080,"Следующий бой завершён! Я слышал, на этот раз ты столкнёшься
с каким-то тайным подразделением спецназа!"
arena_010_090,"Следующий бой завершён! Очевидно, тебе противостоит безумно
сильный, молчаливый тип..."
arena_010_100,"Следующий бой завершён! Тебе противостоит пара привратников
из миров огня и льда."
arena_010_110,"Следующий бой завершён! Но... этот следующий боец просто
невероятен!"
arena_010_120,"Следующий бой завершён! Твои оппоненты говорили что-то о
том, что наконец-то родился настоящий король!"
arena_010_130,"Следующий бой завершён, но... похоже, что команда соперника
заботится только о Люсемоне."
arena_010_140,"Следующий бой завершён! Кажется, что другая команда
постоянно о чём-то спорит..."
arena_010_150,"Следующий бой завершён. Очевидно, это коллеги, которым нужно
свести с тобой счёты, и они кажутся довольно раздражёнными."
arena_010_160,"Следующий бой завершён! Это сами близнецы Терьер, и они
сильнее, чем когда-либо!"
arena_010_170,"Эй! Ты не можешь принести стол на арену только для того, чтобы
перевернуть его! Слушай. Позволь мне позаботиться об этой штуке.
Ты иди и заткни парня!"
arena_010_180,"Наконец-то ты встретишься лицом к лицу с Марсмоном! Это
долгожданный финальный бой! Я буду нервничать в этот раз!"
arena_010_190,"Трио, которое в последнее время сделало себе имя на арене,
бросило вам вызов. Я ожидаю хорошего матча!"
arena_010_200,"Ого! Это серьёзный бой! Герой Шамбалы согласился сразиться с
тобой!"
arena_010_210,"ЛордНайтмон бросил вам вызов встретиться с его Легионом Красоты.
Хотя, по-видимому, ЛордНайтмон - единственный участник..."
arena_010_220,"Величайший Двадцатилетний согласился сразиться с тобой! У меня
только один вопрос... Кто или что такое 'Двадцатилетний'?"
arena_010_230,"Какой-то яркий дуэт пробился к нам и убедил меня подписать с
ними контракт. Что это было?"
hazama_00_000_0,"{fc2Обнаружен несанкционированный доступ.
Команда: Воспроизвести Сообщение}"
hazama_00_000_1,"{fc2Обнаружен несанкционированный доступ.
Команда: Воспроизвести Дигилайн}"
hazama_00_010_1,"Документ: ""Внешние подземелья""

Просмотреть {decision}"
hazama_00_020_1,"Внешние подземелья прошлых веков... Ходят слухи, что внутри
вас ждут мучительные испытания."
hazama_00_020_2,"Я зарегистрировал это Внешнее подземелье. Поговори со мной,
когда захочешь пройти испытание."
hazama_00_020_3,"Документ: ""Внешние подземелья""

Просмотреть {decision}"
hazama_00_020_4,"Я зарегистрировал это новое Внешнее подземелье. Приходи в
Промежуточный театр, если захочешь пройти его позже."
hazama_00_030_1,"Тот факт, что вы получили это сообщение, означает, что здесь
побывал ещё один человек, кроме меня."
hazama_00_030_2,"Дигимоны называют это место ""Внешними Подземельями""."
hazama_00_030_3,"Я тоже случайно попал в этот мир, но теперь я не могу уйти."
hazama_00_030_4,"У меня не было ничего, кроме свободного времени, поэтому я
создал несколько игр. Довольно впечатляюще, если я сам так
скажу."
hazama_00_030_5,"Я пытался уговорить нескольких своих друзей-дигимонов покрутить
их... но даже тот старый чудак Барбамон не может победить их."
hazama_00_030_6,"Для существ с искусственным интеллектом они абсолютно не умеют
играть в игры. Я был бы рад, если бы вы или кто-нибудь другой
попробовал мои."
hazama_00_030_7,"Выиграйте игру, и я подарю вам кое-что особенное, что я припас
для тебя."
hazama_00_040_1,"Поздравляю с победой в одной из игр! Жаль, что я не мог увидеть,
как ты это делаешь лично."
hazama_00_040_2,"Но у меня все ещё есть много шедевров, которые ждут вас. Смело
беритесь и за них!"
hazama_00_050_1,"{fc2Обнаружен несанкционированный доступ.
Определённые функции Дигивайса отключены.}"
hazama_00_050_2,Функциональность Дигивайса была полностью восстановлена.
hazama_00_050_3,"Документ: ""Ограничения на использование Дигивайса""

Просмотреть {decision}"
hazama_00_060_1,"Документ: ""Правила гонки Пекмоновов""

Просмотреть {decision}"
hazama_00_100_1,"Я не могу в это поверить! Ты действительно выложился по полной и
завершил свою первую серию. Поздравляю!"
hazama_00_100_2,"Пожалуйста, примите эту награду как мой способ выразить
благодарность. Надеюсь, она вам понравится!"
hazama_00_100_3,"Всего я создал пять типов игр. Я рекомендую вам попробовать и
остальные четыре разновидности!"
hazama_00_110_1,"Ого... Ты действительно только что закончил вторую серию? Ты
нечто особенное! Я приветствую тебя."
hazama_00_110_2,"Всего я создал пять типов игр! Это означает, что у тебя есть ещё
три варианта, которые можно попробовать."
hazama_00_120_1,"Закончены три серии? Я бы сказал, что у тебя есть всё, что
нужно, чтобы стать Укротителем Дигимонов."
hazama_00_120_2,"Всего я создал пять типов игр! Это означает, что у тебя есть ещё
две разновидности, которые можно попробовать."
hazama_00_130_1,"Посмотри-ка, тебе удалось победить четверых из моей серии! У тебя с
твоим Дигимоном, должно быть, действительно тесная связь."
hazama_00_130_2,"Это последняя серия! Пройдите эту, и вы закончите их все!"
hazama_00_140_1,"Поздравляю с победой во всех последних сериях! Ты, без сомнения,
первоклассный Укротитель."
hazama_00_140_2,"Хотя я действительно хотел бы, чтобы мы могли поговорить с глазу
на глаз, совсем недавно открылись врата обратно в мой родной
мир."
hazama_00_140_3,"Однако он очень нестабилен, так что никто не знает, смогу ли я
вернуться сюда снова."
hazama_00_140_4,"Живя в Цифровом Мире, у меня появилась мечта. Я надеюсь, что
однажды Дигимон придет и в наш мир."
hazama_00_140_5,"Поэтому я хочу сделать всё, что в моих силах, чтобы убедиться,
что люди и Дигимоны поладят, когда это произойдёт."
hazama_00_140_6,"Например, может быть... превращать свои игры в игрушки и
продавать их."
hazama_00_140_7,"Я не уверен, что я действительно могу сделать, но я всё равно
собираюсь попробовать. Вот почему я доверил тебе мой тщательно
выращенный Дигимон."
hazama_00_140_8,"Я имею в виду Дигимон, который до сих пор дремал в этом
устройстве. Что ж, гордись мной, и мы ещё увидимся!"
hazama_99_010_1,"Первый день с момента прибытия сюда. Я столкнулся с некоторыми
формами жизни, называемыми ""Дигимон""."
hazama_99_010_2,"Похоже, они понимают человеческую речь. Я попросил их рассказать
мне всё об этом мире."
hazama_99_010_3,"Я знаю, что мне следует быть осторожной с этими разумными
существами, но Ботамон, который привязался ко мне, просто
слишком очарователен, чтобы выразить это словами."
hazama_99_020_1,"Второй день с момента прибытия сюда. Я наткнулся на странное
устройство."
hazama_99_020_2,"Похоже, оно программируется на языке ассемблера. Я едва помню,
как это делается, но посмотрю, что смогу сделать, когда у меня
будет немного свободного времени."
hazama_99_020_3,Прямо сейчас мне нужно сосредоточиться на поиске еды.
hazama_99_030_1,"Третий день с момента прибытия сюда. Дигимон поделился со мной
чем-то под названием ""Дигимясо""."
hazama_99_030_2,"Казалось, что у меня во рту запускаются электроны. Какое
странное ощущение."
hazama_99_040_1,"Четвёртый день с момента прибытия сюда. Внешний вид Ботамона
изменился после того, как я накормил его Дигимясом."
hazama_99_040_2,"Когда я их проанализировал, обнаружил, что они, похоже...
эволюционировали. Видимо, теперь их зовут «Коромон»."
hazama_99_040_3,"Похоже, что Дигимоны растут и развиваются, переписывая свои
собственные программы по мере того, как они потребляют различные
виды данных."
hazama_99_050_1,"Пятый день с момента прибытия сюда. Я всё ещё не нашёл способа
вернуться в свой мир."
hazama_99_050_2,"Однако, пока я возился с этим устройством, мне удалось открыть
врата в Цифровой мир."
hazama_99_050_3,"Снаружи это кажется довольно опасным... так что, может быть, я
ещё немного подготовлюсь, прежде чем рискну выйти."
hazama_99_060_1,День 6 после прибытия. Коромон снова эволюционировал.
hazama_99_060_2,"Теперь его зовут «Агумон». Ещё он освоил особый приём
«Малое пламя»."
hazama_99_060_3,"Пожалуй, пора дать ему сразиться с другими дигимонами.
Но, как обычно, я не могу перестать умиляться, когда
он набивает щёки ДигиМясом."
hazama_99_070_1,"День 7 с момента прибытия сюда. Я готов попробовать выйти на
улицу."
hazama_99_070_2,"Моим первым делом будет обследование местности... Думаю, я буду
понемногу изучать Цифровой мир."
hazama_99_080_1,"Агумон был на грани гибели в бою, но они каким-то образом
собрали свои силы и значительно увеличили мощь атаки и
интеллект."
hazama_99_080_2,"Их теперь называют «Агумон». Ещё они научились
особому приёму под названием «Малое пламя»."
hazama_99_090_1,"Общение с Дигимонами научило меня тому, что даже люди с
одинаковой внешностью обладают разными характерами. Это
увлекательно."
