type,risk,occurrences,source_variants,files,template,example_keys,source_examples,note
repeated_ngram,low,36,22,1,на за каждый ранг агента,patch_text01:5 | patch_text01:19 | patch_text01:24 | patch_text01:33 | patch_text01:42,"Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the skill SP cost of Brave, Zealous, Daring, and Reckless
Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,22,22,1,он использует свой особый прием,patch_text01:digimon_0002_profile | patch_text01:digimon_0003_profile | patch_text01:digimon_0016_profile | patch_text01:digimon_0033_profile | patch_text01:digimon_0038_profile,"A Mammal Digimon resembling a rabbit, born from
the fusion of moon observation data. Its large ears
can recognize sounds from any distance. Although
timid, Lunamon often gets lonely and easily grows
attached to others. It uses its special move
Tearing Shot to concentrate power into the antenna
on its forehead to shoot a beautiful orb of water at
the enemy. | A Beast Man Digimon with astounding jumping
capabilities that likes to toy with its foes using
speedy movements. Lekismon's nature is as
ephemeral as the phases of the moon, and its
appearance is somewhat mystical. It uses its
special move Moon Night Bomb to hurl hypnotic
water bubbles generated from the Moon Gloves
on its hands and put the enemy to sleep. | A ""Commando Dragon"" that seeks to become a
Virus Buster. While Strikedramon still has many
vestiges of Monodramon, such as the horn jutting
out of the back of its head, it has so transformed
its appearance into a Commando-Mode Digimon
covered in metal plating that it now resembles a
completely different species. Despite being an
inherently kindhearted Digimon, should it happen
upon a Virus-attribute type, Strikedramon becomes
consumed by an instinct to exterminate and
doesn't stop fighting until its opponent's data has
been reduced to dust. It uses its special move
Fang Strike to heat its metal plating to red-hot
levels, turning itself into a mass of flame and
tackling the opponent in a fearsome maneuver. | A bipedal Ceratopsian Digimon resembling a
triceratops, with all the combat power of that
mighty herbivorous dinosaur. Its hide is among the
toughest of all biological Digimon. Similarly, the
two ultra-hard horns on its forehead are much
more solid than Monochromon's horn. Though
generally placid by nature, Triceramon's charging
attack belies its slow movements, and packs
enough destructive force to shatter even the
sturdy bodies of Mineral Digimon. It uses its
special move Tri-Horn Attack to ram into enemies
with the horns on its forehead and snout. | An Evil King Digimon with many Evil-species and
Dark Angel Digimon under its command.
Creepymon was originally an Angel Digimon, and
one of quite high rank at that. However, it resorted
to rebellion—or perhaps violence—against the
personifications of the Digital World's goodness
(which may have been the very humans who built it),
and was thus deleted to the Dark Area (the
graveyard of erased data). Creepymon and its ilk
have vowed to one day subjugate the Digital World
and exact revenge upon these personifications of
goodness. It uses its special move Flame Inferno to
blast enemies with superheated hellfire. Anyone hit
by this attack is incinerated without a trace.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,обожающий преданный терпимый и сверхопека,patch_text01:51 | patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:55,"Unlocks Philanthropy-based bonds with your Digimon, allowing you
to enhance Adoring, Devoted, Tolerant, and Overprotective Digimon. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the appearance rate of rare Personality Skills for Adoring,
Devoted, Tolerant, and Overprotective Digimon when changing
Personalities.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,проницательный стратегический просветленный и хитрый,patch_text01:151 | patch_text01:152 | patch_text01:153 | patch_text01:154 | patch_text01:155,"Unlocks Wisdom-based bonds with your Digimon, allowing you to
enhance Astute, Strategic, Enlightened, and Sly Digimon. | Boosts the appearance rate of rare Personality Skills for Astute,
Strategic, Enlightened, and Sly Digimon when changing Personalities. | Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами обожающий преданный терпимый,patch_text01:51 | patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:55,"Unlocks Philanthropy-based bonds with your Digimon, allowing you
to enhance Adoring, Devoted, Tolerant, and Overprotective Digimon. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the appearance rate of rare Personality Skills for Adoring,
Devoted, Tolerant, and Overprotective Digimon when changing
Personalities.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами обожающий преданный терпимый и,patch_text01:51 | patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:55,"Unlocks Philanthropy-based bonds with your Digimon, allowing you
to enhance Adoring, Devoted, Tolerant, and Overprotective Digimon. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the appearance rate of rare Personality Skills for Adoring,
Devoted, Tolerant, and Overprotective Digimon when changing
Personalities.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами проницательный стратегический просветленный,patch_text01:151 | patch_text01:152 | patch_text01:153 | patch_text01:154 | patch_text01:155,"Unlocks Wisdom-based bonds with your Digimon, allowing you to
enhance Astute, Strategic, Enlightened, and Sly Digimon. | Boosts the appearance rate of rare Personality Skills for Astute,
Strategic, Enlightened, and Sly Digimon when changing Personalities. | Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами проницательный стратегический просветленный и,patch_text01:151 | patch_text01:152 | patch_text01:153 | patch_text01:154 | patch_text01:155,"Unlocks Wisdom-based bonds with your Digimon, allowing you to
enhance Astute, Strategic, Enlightened, and Sly Digimon. | Boosts the appearance rate of rare Personality Skills for Astute,
Strategic, Enlightened, and Sly Digimon when changing Personalities. | Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами смелый ревностный отважный,patch_text01:1 | patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5,"Unlocks Valor-based bonds with your Digimon, allowing you to
enhance Brave, Zealous, Daring, and Reckless Digimon. | Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами смелый ревностный отважный и,patch_text01:1 | patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5,"Unlocks Valor-based bonds with your Digimon, allowing you to
enhance Brave, Zealous, Daring, and Reckless Digimon. | Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами сочувствующий общительный дружелюбный,patch_text01:101 | patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106,"Unlocks Amicability-based bonds with your Digimon, allowing you
to enhance Compassionate, Sociable, Friendly, and Opportunistic
Digimon. | Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,с чертами сочувствующий общительный дружелюбный и,patch_text01:101 | patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106,"Unlocks Amicability-based bonds with your Digimon, allowing you
to enhance Compassionate, Sociable, Friendly, and Opportunistic
Digimon. | Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,смелый ревностный отважный и безрассудный,patch_text01:1 | patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5,"Unlocks Valor-based bonds with your Digimon, allowing you to
enhance Brave, Zealous, Daring, and Reckless Digimon. | Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,сочувствующий общительный дружелюбный и оппортунист,patch_text01:101 | patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106,"Unlocks Amicability-based bonds with your Digimon, allowing you
to enhance Compassionate, Sociable, Friendly, and Opportunistic
Digimon. | Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами обожающий преданный терпимый и,patch_text01:51 | patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:55,"Unlocks Philanthropy-based bonds with your Digimon, allowing you
to enhance Adoring, Devoted, Tolerant, and Overprotective Digimon. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the appearance rate of rare Personality Skills for Adoring,
Devoted, Tolerant, and Overprotective Digimon when changing
Personalities.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами обожающий преданный терпимый и сверхопека,patch_text01:51 | patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:55,"Unlocks Philanthropy-based bonds with your Digimon, allowing you
to enhance Adoring, Devoted, Tolerant, and Overprotective Digimon. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the appearance rate of rare Personality Skills for Adoring,
Devoted, Tolerant, and Overprotective Digimon when changing
Personalities.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами проницательный стратегический просветленный и,patch_text01:151 | patch_text01:152 | patch_text01:153 | patch_text01:154 | patch_text01:155,"Unlocks Wisdom-based bonds with your Digimon, allowing you to
enhance Astute, Strategic, Enlightened, and Sly Digimon. | Boosts the appearance rate of rare Personality Skills for Astute,
Strategic, Enlightened, and Sly Digimon when changing Personalities. | Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами проницательный стратегический просветленный и хитрый,patch_text01:151 | patch_text01:152 | patch_text01:153 | patch_text01:154 | patch_text01:155,"Unlocks Wisdom-based bonds with your Digimon, allowing you to
enhance Astute, Strategic, Enlightened, and Sly Digimon. | Boosts the appearance rate of rare Personality Skills for Astute,
Strategic, Enlightened, and Sly Digimon when changing Personalities. | Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами смелый ревностный отважный и,patch_text01:1 | patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5,"Unlocks Valor-based bonds with your Digimon, allowing you to
enhance Brave, Zealous, Daring, and Reckless Digimon. | Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами смелый ревностный отважный и безрассудный,patch_text01:1 | patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5,"Unlocks Valor-based bonds with your Digimon, allowing you to
enhance Brave, Zealous, Daring, and Reckless Digimon. | Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами сочувствующий общительный дружелюбный и,patch_text01:101 | patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106,"Unlocks Amicability-based bonds with your Digimon, allowing you
to enhance Compassionate, Sociable, Friendly, and Opportunistic
Digimon. | Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,38,17,1,чертами сочувствующий общительный дружелюбный и оппортунист,patch_text01:101 | patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106,"Unlocks Amicability-based bonds with your Digimon, allowing you
to enhance Compassionate, Sociable, Friendly, and Opportunistic
Digimon. | Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами обожающий преданный,patch_text01:51 | patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:55,"Unlocks Philanthropy-based bonds with your Digimon, allowing you
to enhance Adoring, Devoted, Tolerant, and Overprotective Digimon. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the appearance rate of rare Personality Skills for Adoring,
Devoted, Tolerant, and Overprotective Digimon when changing
Personalities.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами обожающий преданный терпимый,patch_text01:51 | patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:55,"Unlocks Philanthropy-based bonds with your Digimon, allowing you
to enhance Adoring, Devoted, Tolerant, and Overprotective Digimon. | Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the appearance rate of rare Personality Skills for Adoring,
Devoted, Tolerant, and Overprotective Digimon when changing
Personalities.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами проницательный стратегический,patch_text01:151 | patch_text01:152 | patch_text01:153 | patch_text01:154 | patch_text01:155,"Unlocks Wisdom-based bonds with your Digimon, allowing you to
enhance Astute, Strategic, Enlightened, and Sly Digimon. | Boosts the appearance rate of rare Personality Skills for Astute,
Strategic, Enlightened, and Sly Digimon when changing Personalities. | Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами проницательный стратегический просветленный,patch_text01:151 | patch_text01:152 | patch_text01:153 | patch_text01:154 | patch_text01:155,"Unlocks Wisdom-based bonds with your Digimon, allowing you to
enhance Astute, Strategic, Enlightened, and Sly Digimon. | Boosts the appearance rate of rare Personality Skills for Astute,
Strategic, Enlightened, and Sly Digimon when changing Personalities. | Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами смелый ревностный,patch_text01:1 | patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5,"Unlocks Valor-based bonds with your Digimon, allowing you to
enhance Brave, Zealous, Daring, and Reckless Digimon. | Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами смелый ревностный отважный,patch_text01:1 | patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5,"Unlocks Valor-based bonds with your Digimon, allowing you to
enhance Brave, Zealous, Daring, and Reckless Digimon. | Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами сочувствующий общительный,patch_text01:101 | patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106,"Unlocks Amicability-based bonds with your Digimon, allowing you
to enhance Compassionate, Sociable, Friendly, and Opportunistic
Digimon. | Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,37,16,1,дигимонов с чертами сочувствующий общительный дружелюбный,patch_text01:101 | patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106,"Unlocks Amicability-based bonds with your Digimon, allowing you
to enhance Compassionate, Sociable, Friendly, and Opportunistic
Digimon. | Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,13,13,1,вулканусмон может создать с его,patch_text01:361 | patch_text01:362 | patch_text01:363 | patch_text01:364 | patch_text01:365,"A token of Merukimon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Vulcanusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Neptunemon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Venusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Bacchusmon's trust.
Vulcanusmon may be able to create valuable equipment with it.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,13,13,1,вулканусмон может создать с его помощью,patch_text01:361 | patch_text01:362 | patch_text01:363 | patch_text01:364 | patch_text01:365,"A token of Merukimon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Vulcanusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Neptunemon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Venusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Bacchusmon's trust.
Vulcanusmon may be able to create valuable equipment with it.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,13,13,1,может создать с его помощью,patch_text01:361 | patch_text01:362 | patch_text01:363 | patch_text01:364 | patch_text01:365,"A token of Merukimon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Vulcanusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Neptunemon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Venusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Bacchusmon's trust.
Vulcanusmon may be able to create valuable equipment with it.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,13,13,1,может создать с его помощью ценное,patch_text01:361 | patch_text01:362 | patch_text01:363 | patch_text01:364 | patch_text01:365,"A token of Merukimon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Vulcanusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Neptunemon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Venusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Bacchusmon's trust.
Vulcanusmon may be able to create valuable equipment with it.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,13,13,1,на на хода шанс наложить,patch_text01:27521 | patch_text01:27291 | patch_text01:25901 | patch_text01:23801 | patch_text01:22401,"[Target: 1 enemy]
Deals 1% HP damage x 5 hits.
100% chance of 20% reduction to SPI for 3 turns.
30% chance to apply {is28}{image(ui_icon_btlStatus_002)} Confusion. | [Target: All enemies]
100% chance of 10% reduction to SPI for 3 turns.
50% chance to apply {is28}{image(ui_icon_btlStatus_003)} Paralysis. | [Target: 1 enemy]
100% chance of 10% reduction to DEF/SPI for 3 turns.
50% chance to apply {is28}{image(ui_icon_btlStatus_000)} Poison. | [Target: 1 enemy]
Deals 5% HP damage.
100% chance of 10% reduction to ATK for 3 turns.
70% chance to apply {is28}{image(ui_icon_btlStatus_002)} Confusion. | [Target: 1 enemy]
80% chance of 30% reduction to ACU for 3 turns.
50% chance to apply {is28}{image(ui_icon_btlStatus_000)} Poison.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,13,13,1,создать с его помощью ценное,patch_text01:361 | patch_text01:362 | patch_text01:363 | patch_text01:364 | patch_text01:365,"A token of Merukimon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Vulcanusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Neptunemon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Venusmon's trust.
Vulcanusmon may be able to create valuable equipment with it. | A token of Bacchusmon's trust.
Vulcanusmon may be able to create valuable equipment with it.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,30,12,1,обожающий преданный терпимый и сверхопека на,patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:58 | patch_text01:59,"Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the DEF of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d3}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,30,12,1,общительный дружелюбный и оппортунист на,patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106 | patch_text01:107,"Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,30,12,1,преданный терпимый и сверхопека на,patch_text01:52 | patch_text01:53 | patch_text01:54 | patch_text01:58 | patch_text01:59,"Boosts the SPI of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d5}%. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the DEF of Adoring, Devoted, Tolerant, and Overprotective
Digimon by {d3}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,30,12,1,проницательный стратегический просветленный и хитрый на,patch_text01:153 | patch_text01:154 | patch_text01:155 | patch_text01:156 | patch_text01:157,"Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Astute, Strategic,
Enlightened, and Sly Digimon by {d0}%. | Boosts the SPD of Astute, Strategic, Enlightened, and Sly Digimon by
{d6}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,30,12,1,ревностный отважный и безрассудный на,patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5 | patch_text01:8,"Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Boosts the SP of Brave, Zealous, Daring, and Reckless Digimon by
{d1}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,30,12,1,смелый ревностный отважный и безрассудный на,patch_text01:2 | patch_text01:3 | patch_text01:4 | patch_text01:5 | patch_text01:8,"Boosts the SPD of Brave, Zealous, Daring, and Reckless Digimon by
{d6}%. | Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Boosts the SP of Brave, Zealous, Daring, and Reckless Digimon by
{d1}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
