"priority","category","reason","match","scope","package","file","line","key","speaker","source_en","current_ru"
"3","machine_phrase","в процессе","в процессе","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","59","digimon_0069_profile","","An extremely rare Numemon that first discovered
the Platina Mine in the Digital World, taking in those
components to Digivolve. From that point on,
PlatinumNumemon's personality did a complete
about-face as it scraped together any jewelry data
it could find, decorating itself like a nouveau riche.
It's quite the ""gorgeous"" Digimon, despite its nature.
Outfitting itself with golden wings and jewelry
grants it considerable defense, but its attack power
is middling at best. PlatinumNumemon uses its
special move Platinum Excrement to hurl the
dregs(excretions) produced during the ""platina""
refinement process in rapid succession. It also
uses Platinum Burp to release a putrid belch that
saps the enemy's fighting spirit.","Чрезвычайно редкий Нюмемон, который первым
обнаружил Платиновую Шахту в Цифровом Мире,
поглотив эти компоненты для эволюции. С
этого момента личность ПлатинумНюмемона
полностью изменилась, поскольку он собирал
любые данные о драгоценностях, какие только
мог найти, украшая себя, как нувориш. Это
довольно «роскошный» дигимон, несмотря на свою
природу. Оснащение себя золотыми крыльями и
украшениями даёт ему значительную защиту, но
его сила атаки, в лучшем случае, средняя.
ПлатинумНюмемон использует свое особый приём «Платинум Экскримент», чтобы швырять
осадок (экскременты), произведенный в процессе
очистки платины, быстрой очередью. Он также
использует «Платинум Бёрп», чтобы выпустить
зловонную отрыжку, которая лишает врага
боевого духа."
"3","machine_phrase","довольно/действительно/различные перегруз","довольно","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","59","digimon_0069_profile","","An extremely rare Numemon that first discovered
the Platina Mine in the Digital World, taking in those
components to Digivolve. From that point on,
PlatinumNumemon's personality did a complete
about-face as it scraped together any jewelry data
it could find, decorating itself like a nouveau riche.
It's quite the ""gorgeous"" Digimon, despite its nature.
Outfitting itself with golden wings and jewelry
grants it considerable defense, but its attack power
is middling at best. PlatinumNumemon uses its
special move Platinum Excrement to hurl the
dregs(excretions) produced during the ""platina""
refinement process in rapid succession. It also
uses Platinum Burp to release a putrid belch that
saps the enemy's fighting spirit.","Чрезвычайно редкий Нюмемон, который первым
обнаружил Платиновую Шахту в Цифровом Мире,
поглотив эти компоненты для эволюции. С
этого момента личность ПлатинумНюмемона
полностью изменилась, поскольку он собирал
любые данные о драгоценностях, какие только
мог найти, украшая себя, как нувориш. Это
довольно «роскошный» дигимон, несмотря на свою
природу. Оснащение себя золотыми крыльями и
украшениями даёт ему значительную защиту, но
его сила атаки, в лучшем случае, средняя.
ПлатинумНюмемон использует свое особый приём «Платинум Экскримент», чтобы швырять
осадок (экскременты), произведенный в процессе
очистки платины, быстрой очередью. Он также
использует «Платинум Бёрп», чтобы выпустить
зловонную отрыжку, которая лишает врага
боевого духа."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","59","digimon_0069_profile","","An extremely rare Numemon that first discovered
the Platina Mine in the Digital World, taking in those
components to Digivolve. From that point on,
PlatinumNumemon's personality did a complete
about-face as it scraped together any jewelry data
it could find, decorating itself like a nouveau riche.
It's quite the ""gorgeous"" Digimon, despite its nature.
Outfitting itself with golden wings and jewelry
grants it considerable defense, but its attack power
is middling at best. PlatinumNumemon uses its
special move Platinum Excrement to hurl the
dregs(excretions) produced during the ""platina""
refinement process in rapid succession. It also
uses Platinum Burp to release a putrid belch that
saps the enemy's fighting spirit.","Чрезвычайно редкий Нюмемон, который первым
обнаружил Платиновую Шахту в Цифровом Мире,
поглотив эти компоненты для эволюции. С
этого момента личность ПлатинумНюмемона
полностью изменилась, поскольку он собирал
любые данные о драгоценностях, какие только
мог найти, украшая себя, как нувориш. Это
довольно «роскошный» дигимон, несмотря на свою
природу. Оснащение себя золотыми крыльями и
украшениями даёт ему значительную защиту, но
его сила атаки, в лучшем случае, средняя.
ПлатинумНюмемон использует свое особый приём «Платинум Экскримент», чтобы швырять
осадок (экскременты), произведенный в процессе
очистки платины, быстрой очередью. Он также
использует «Платинум Бёрп», чтобы выпустить
зловонную отрыжку, которая лишает врага
боевого духа."
"3","machine_phrase","довольно/действительно/различные перегруз","довольно","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","71","digimon_0081_profile","","Impmon is a Rookie Digimon that looks like a devil
child. It loves to pull pranks, relishing the thought
of watching its victims struggle. Rumor has it that
whenever Impmon appears, electrical appliances
briefly go haywire, so if your screen ever shakes or
freezes, it might be because Impmon is pulling a
prank. But as much as Impmon delights in mischief
and malice, it's not one to meekly bow down before
the strong. It puts on a brave face and stands up to
them instead. Deep down, it's actually quite lonely.
Impmon's signature move is Summon, which calls
forth fire and ice elementals.","Импмон — дигимон уровня Ребёнок, похожий на
дьяволенка. Он любит подшучивать, наслаждаясь
видом страданий своих жертв. Ходят слухи, что
всякий раз, когда появляется Импмон,
электроприборы ненадолго выходят из строя, так
что если ваш экран когда-нибудь трясется или
зависает, возможно, это Импмон шутит. Но
сколько бы Импмон ни радовался проказам и
злобе, он не из тех, кто покорно склонится
перед сильными. Вместо этого он храбрится и
противостоит им. В глубине души он на самом
деле довольно одинок. Фирменное движение
Импмона — «Саммон», которое призывает
элементалей огня и льда."
"3","machine_phrase","данный/данные","данных","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","73","digimon_0083_profile","","A fused Digimon with the head, wings and forelegs
of a Bird Digimon, the body of a Beast Digimon
and a serpentine creature on its tail. While
capable of flying through the skies with its wings,
it usually stays in deserts or mountain caves.
Gryphonmon's a difficult foe to beat, and it uses
its incredible power and agility to toy with its
opponents. Making use of these strengths, it's
employed across the Internet to prevent illegal
access and to safeguard confidential information.
Its special move Supersonic Voice emits
super-high-frequency sound waves that destroy
an enemy's data structure.","Слитый дигимон с головой, крыльями и передними
лапами птичьего дигимона, телом зверя-дигимона
и змееподобным существом на хвосте. Хотя
способен летать по небу с помощью крыльев, он
обычно остается в пустынях или горных пещерах.
Гриффонмон — трудный противник, и он
использует свою невероятную силу и ловкость,
чтобы дразнить своих оппонентов. Используя эти
сильные стороны, его нанимают по всей Сети для
предотвращения несанкционированного доступа и
защиты конфиденциальной информации. Его
особый приём «Суперсоник Войс»
испускает сверхвысокочастотные звуковые волны,
которые разрушают структуру данных врага."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","75","digimon_0085_profile","","The king of Undead Digimon, it was resurrected
through the dark arts, obtaining mighty powers
in the process. Originally a malicious computer
virus that demolished all the data it absorbed,
Myotismon gained the ability to reanimate the
data it destroyed as malignant viruses.
Myotismon has an extremely cruel and cunning
personality, and is an insidiously difficult Digimon
to destroy. However, it can only make full use of
its powers at night. During the day, Myotismon
is apparently reduced to only half-strength.
Its special move Night Raid commands a swarm
of bats to ambush its foes.","Король дигимонов-нежити, воскрешенный с
помощью темных искусств и получивший в
процессе могучие силы. Изначально
злонамеренный компьютерный вирус, который
уничтожал все данные, которые поглощал,
Миотисмон получил способность оживлять
уничтоженные данные в виде злокачественных
вирусов. У Миотиcмона чрезвычайно жестокий и
коварный характер, и его невероятно трудно
уничтожить. Однако он может полностью
использовать свои силы только ночью. Днем,
по-видимому, Миотисмон ослабевает вдвое. Его
особый приём «Найт Рейд» командует
роем летучих мышей, чтобы засада его врагов."
"3","machine_phrase","данный/данные","данных","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","81","digimon_0092_profile","","A Digimon brimming with curiosity who loves to
pull pranks. Gatomon may be small, but it's still
a rare sacred Digimon whose appearance belies
its true power. It wears its Holy Ring on its tail,
proving that it's a holy Digimon, although it will
lose some of its power if it ever loses this ring.
Besides the Holy Ring, to protect itself, Gatomon
also wears gloves with long, sharp claws copied
from the data of SaberLeomon. Gatomon's
special move Lightning Paw uses its claws to
attack the opponent.","Дигимон, переполненный любопытством, который
любит подшучивать. Гатомон может быть
маленьким, но это все же редкий Священный
дигимон, чья внешность скрывает его истинную
силу. Он носит свое Святое Кольцо на хвосте,
доказывая, что он Святой дигимон, хотя он
потеряет часть своей силы, если когда-нибудь
потеряет это кольцо. Помимо Святого Кольца,
для защиты себя Гатомон также носит перчатки с
длинными острыми когтями, скопированными с
данных СэйберЛеомона. Особый приём
Гатомона «Лайтнинг По» использует его когти
для атаки противника."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","91","digimon_0103_profile","","A Crustacean Digimon that attached metal data that
had been dissolved into the Net Ocean to its body,
dramatically increasing its combat capability.
Crabmon attacks with the giant blades on its left
pincer and the powerful grip of its right pincer.
For defense, it relies on its spiny shell to damage
attackers, and is utterly self-confident in battle.
Crabmon is fully aware of the weak points of its
joints and underbelly, and thus rarely leaves them
exposed. It enjoys trapping its opponents, and is
something of a prankster. Crabmon's special move
is Scissors Execution, which launches its sharp
left pincer right for its adversary's throat.","Ракообразный дигимон, который прикрепил к
своему телу металлические данные, растворенные
в Сетевом Океане, резко увеличив свою
боевую способность. Крабмон атакует
гигантскими лезвиями на своей левой клешне и
мощной хваткой правой клешни. Для защиты он
полагается на свой колючий панцирь, чтобы
повредить атакующих, и совершенно самоуверен в
бою. Крабмон полностью осознаёт слабые места своих
суставов и брюха и поэтому редко оставляет их
открытыми. Он наслаждается ловушками для своих
противников и является несколько проказником.
Особый приём Крабмона — «Си?ззорс
Экзекьюшн», которое запускает его острую левую
клешню прямо в глотку противника."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","97","digimon_0112_profile","","Because of the antiquated interface on its forehead,
this Beast Digimon is presumed to be an experimental
""Prototype Digimon"" from the time before Digimon
were discovered. The personality characteristic of the
Combat Species is particularly apparent in Dorumon.
It has a strong instinct for battle, biting and roaring
at anything and everything, though it apparently feels
a sense of attachment to something after biting it.
The strong life force data of the legendary ""dragon""
was found to have been hidden in the deepest part
of its DigiCore during an experiment, and Dorumon
apparently has the potential to grow into a mighty
Digimon. Dorumon's special move is Metal Cannon,
which fires an iron ball from its mouth.","Из-за устаревшего интерфейса на его лбу, этого
зверя-дигимона предполагаемый быть экспериментальным
«Прототип-дигимоном» из времени до открытия
дигимонов. Характерная для Боевого Вида
личность особенно очевидный у Дорумона. У него
сильный инстинкт к битве, он кусает и рычит на
все и вся, хотя, по-видимому, испытывает
чувство привязанности к чему-то после укуса.
Сильные данные жизненной силы легендарного
«дракона» были обнаружены сокрыты в самой
глубокой части его ДигиЯдра во время
эксперимента, и у Дорумона, по-видимому, есть
потенциал вырасти в могущественного дигимона.
Особый приём Дорумона — «Метал
Кэннон», которое выстреливает железный шар из
его рта."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","98","digimon_0113_profile","","A subspecies of Numemon whose entire body glitters
gold, having incorporated data from gold mines into
itself. GoldNumemon's special move is Goldurian Rush,
by which it hurls a stream of golden poop.","Подвид Нюмемона, все тело которого блестит
золотом, включивший в себя данные из золотых
приисков. Особый приём ГолдНюмемона —
«Голдуриан Раш», которым он швыряет поток
золотых экскрементов."
"3","machine_phrase","в процессе","в процессе","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","108","digimon_0130_profile","","An Ancient Fish Digimon with tough skin and
enormous claws. This Digimon is discovered in
the Net Ocean whenever computer networks
destroyed by malicious hackers are repaired.
Coelamon's body composition is very primitive,
with fins developed into limbs. Based on these
facts, it's thought that primordial Digimon born
in the Net Ocean underwent various evolutions in
order to come onto land, growing more numerous
and differentiating into various types in the
process. Coelamon's special move is Fossil Bite,
which attacks enemies with its massive claws.","Древняя Рыба-дигимон с прочной кожей и
огромный когтями. Этот дигимон обнаруживается
в Сетевом Океане всякий раз, когда
компьютерные сети, разрушенные злонамеренными
хакерами, восстанавливаются. Телосложение
Коэламона очень примитивно, с плавниками,
развившимися в конечности. Основываясь на этих
фактах, считается, что первозданные дигимоны,
рожденные в Сетевом Океане, претерпели
различные эволюции, чтобы выйти на сушу,
становясь более многочисленными и
дифференцируясь на различные типы в процессе.
Особый приём Коэламона — «Фоссил
Байт», которое атакует врагов его массивными
когтями."
"3","machine_phrase","довольно/действительно/различные перегруз","различные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","108","digimon_0130_profile","","An Ancient Fish Digimon with tough skin and
enormous claws. This Digimon is discovered in
the Net Ocean whenever computer networks
destroyed by malicious hackers are repaired.
Coelamon's body composition is very primitive,
with fins developed into limbs. Based on these
facts, it's thought that primordial Digimon born
in the Net Ocean underwent various evolutions in
order to come onto land, growing more numerous
and differentiating into various types in the
process. Coelamon's special move is Fossil Bite,
which attacks enemies with its massive claws.","Древняя Рыба-дигимон с прочной кожей и
огромный когтями. Этот дигимон обнаруживается
в Сетевом Океане всякий раз, когда
компьютерные сети, разрушенные злонамеренными
хакерами, восстанавливаются. Телосложение
Коэламона очень примитивно, с плавниками,
развившимися в конечности. Основываясь на этих
фактах, считается, что первозданные дигимоны,
рожденные в Сетевом Океане, претерпели
различные эволюции, чтобы выйти на сушу,
становясь более многочисленными и
дифференцируясь на различные типы в процессе.
Особый приём Коэламона — «Фоссил
Байт», которое атакует врагов его массивными
когтями."
"3","machine_phrase","данный/данные","данных","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","113","digimon_0136_profile","","A Beast Digimon born through the fusion of data
obtained by observing the sun. Coronamon has a
strong sense of justice and a pure, simple-minded
personality. Its special move is Corona Flame, which
converts all of the stamina in its body into flame
power to shoot a fiery missile at the enemy from its
forehead.","Зверь-дигимон, рожденный через слияние данных,
полученных при наблюдении за солнцем.
Коронамон обладает сильным чувством
справедливости и чистой, простодушной
личностью. Его особый приём — «Корона
Флейм», которое преобразует всю выносливость в
его теле в силу пламени, чтобы выстрелить
огненной ракетой в врага со своего лба."
"3","machine_phrase","данный/данные","данных","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","123","digimon_0147_profile","","An Armor Holy Beast Digimon that has Digivolved with
the Digi-Egg of Light. The Digi-Egg of Light has the
attribute of Light, allowing those who equip it to purify
darkness with luminescent power. Though Gatomon
isn't a descendant of an ancient species of Digimon,
it's able to Armor Digivolve into Nefertimon by
awakening a dormant special ability within its data
composition. Its special move is Rosetta Stone,
which summons an enormous stone tablet engraved
with ancient DigiCode inscriptions to attack foes.","Бронесвященный зверь-дигимон,
эволюционировавший с Диги-Яйцом Света.
Диги-Яйцо Света имеет атрибут Света, позволяя
тем, кто его экипирует, очищать тьму сияющей
силой. Хотя Гатомон не является потомком
древнего вида дигимонов, он способен на
броневую эволюцию в Нефертимона, пробуждая
спящую особую способность в составе своих
данных. Его особый приём — «Розетта
Стоун», которое призывает огромную каменную
табличку с выгравированными древними надписями
ДигиКода для атаки врагов."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","127","digimon_0151_profile","","A full-fledged Reptile Digimon, despite being covered
in fur. Gabumon is an extremely shy, timid creature
who always gathers up data left behind by
Garurumon to wear like a pelt. Garurumon's pelt
also serves to protect Gabumon, since other
Digimon fear the original owner. Gabumon's personality
makes a complete about-face when it wears the
pelt. Gabumon's special move is Blue Blaster.","Полноценный рептильный дигимон, несмотря на
то, что покрыт мехом. Габумон — чрезвычайно
застенчивое, робкое существо, которое всегда
собирает данные, оставленные Гарурумоном,
чтобы носить их как шкуру. Шкура Гарурумона
также служит для защиты Габумона, поскольку
другие дигимоны боятся первоначального
владельца. Личность Габумона делает полный
разворот на 180 градусов, когда он носит
шкуру. Его особый приём — «Блю
Бластер»."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","131","digimon_0169_profile","","An entirely changed version of Jupitermon, who is
typically objective and in control of its emotions
when dealing judgment, but has become unable
to quell its anger when facing an enemy that has
committed an unforgiveable sin. Jupitermon: Wrath
Mode summons its godly blade Keraunos with a
loud roar, and its body grows dozens of times larger
in size as armor and lightning envelop it from head
to toe. Its rage is made evident by the violent
lightning that surrounds it, yet the efficient calm of
its movements exerts an incredible pressure upon
its enemy. Jupitermon: Wrath Mode's special move
Lightning Beam summons lightning to strike where
it points its finger. It can also call upon the heavens
to cast judgment on its defeated enemy with Dios
Thunder. If the attack hits, the enemy is judged as
guilty, and if it misses, they're not guilty. Digimon
judged as guilty by the attack have their data
completely destroyed.","Полностью измененная версия Юпитермона,
который обычно объективен и контролирует свои
эмоции, вынося приговор, но становится
неспособным подавить свой гнев, сталкиваясь с
врагом, совершившим непростительный грех.
Юпитермон: Режим Гнева призывает свой
божественный клинок «Кераунос» громовым ревом,
и его тело вырастает в десятки раз в размере,
поскольку броня и молния окутывают его с
головы до ног. Его ярость становится очевидной
из-за яростной молнии, которая его окружает,
еще эффективная сдержанность его движений
оказывает невероятное давление на его врага.
Юпитермон: Режим Гнева берет Кераунос в обе
свои руки и рассекает своих противников одним
взмахом в своей атаке «Кераунос Дивайд». Он
также может призвать небеса, чтобы свершить
суд над своим побежденным врагом с помощью
«Диос Тандер». Если атака попадает, враг
признается виновным, а если промахивается —
невиновным. Дигимоны, признанные виновными по
этой атаке, имеют свои данные полностью
уничтоженными."
"3","machine_phrase","довольно/действительно/различные перегруз","действительно","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","139","digimon_0178_profile","","This Digimon god of smithing is one of the Olympos
XII. Vulcanusmon is responsible for creating most
of the Digital World's best-known weapons,
including the infamous Beelzemon's beloved
Berenjena. Vulcanusmon has the spirit of a true
craftsman, along with an obstinate personality. It
takes the measure of all of its clients, and if it feels
they can't master or won't treasure the weapon
they've requested, it denies them. Even when
Vulcanusmon does agree to make a weapon, it
aligns the quality of its work to its impression of the
wielder. Nevertheless, Vulcanusmon was so taken
with Beelzemon's strength that it worked diligently
to craft an exceptional weapon when it created
Berenjena. Vulcanusmon prefers to be left in peace,
working away with its eight arms, but can also
leverage its skill as a craftsman in battle. With its
special move Pinpoint Weapon Works, it makes
masterful use of its fiery ""Bomber Art"" welder to
instantly craft the perfect weapon for any combat
situation. When it really wants to go all out, though,
it uses Appropriate Works, which uses Pinpoint
Weapon Works repeatedly to forge weapons for each
of its eight arms. Despite all this, Vulcanusmon's
own combat ability isn't particularly high, and it
prefers to avoid battle whenever possible.","Этот бог-кузнец дигимонов является одним из
Олимпос XII. Вулканусмон ответственен за
создание большинства известнейшего оружия
Цифрового мира, включая печально известные
любимые дробовики Бельзебмона «Беренджена».
Вулканусмон обладает духом истинного мастера,
наряду с упрямым характером. Он оценивает всех
своих клиентов, и если считает, что они не
смогут освоить или не будут ценить оружие,
которое они запросили, он отказывает им. Даже
когда Вулканусмон соглашается сделать оружие,
он соотносит качество своей работы со своим
впечатлением о владельце. Тем не менее,
Вулканусмон был настолько впечатлен силой
Бельзебмона, что усердно трудился, чтобы
создать исключительное оружие, когда создавал
Беренджену. Вулканусмон предпочитает, чтобы
его оставили в покое, работая своими восемью
руками, но также может использовать свое
мастерство как ремесленника в бою. Своим
специальным движением «Пинпоинт Уэпон Воркс»
он мастерски использует свой огненный
сварочный аппарат «Бомбер Арт», чтобы
мгновенно создать идеальное оружие для любой
боевой ситуации. Когда он действительно хочет
выложиться по полной, он использует
«Эпроприэйт Воркс», который многократно
использует «Пинпоинт Уэпон Воркс», чтобы
выковать оружие для каждой из своих восьми
рук. Несмотря на все это, собственная боевая
способность Вулканусмона не особенно
высока, и он предпочитает избегать боя
когда бы ни возможно."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","140","digimon_0179_profile","","One of the Olympos XII, this Digimon boasts that
it's the heaviest drinker of the Digital World.
Bacchusmon has a cheerful disposition and is
well-suited to looking after others. Day or night,
it always looks to gather Rookie and Champion
Digimon together to throw a party. Bacchusmon
has the ability to produce any form of alcohol
inside its body, and if it takes a liking to another
Digimon at one of these parties, it's known to
offer it the drink of its choice. Bacchusmon itself
has a taste for fruit wines, with its favorite variety
produced from the fermented sweets of Karpos
Hulē, the forest carried on Ceresmon's back.
Whenever Bacchusmon has a moment to spare,
it begs Ceresmon to make it some fruit wine.
Because of this, the pair are on very good terms,
and are often seen together. Bacchusmon's special
move is Cook of the Abyss, with which it wraps its
arms around a foe, alters its compositional data to
a suitable finger food and then eats it. Bacchusmon
also has Party of the Heavens, with which it
produces a form of alcohol laced with poisons
that can cause drowsiness and paralysis and then
blasts enemies with the concoction to stupefy them.
Furthermore, the poison data that it produces is
one subject of the Crank Team's research. There
are a number of credible rumors that speculate
that Bacchusmon's poison data is linked to the
development of bacteriological weapons and
high-profile assassination plots.","Одна из Олимпос XII, этот дигимон хвастается,
что он самый тяжелый пьяница Цифрового мира.
Бахусмон имеет веселый нрав и хорошо подходит
для заботы о других. Днем или ночью, он всегда
стремится собрать вместе дигимонов уровня
Ребёнок и Чемпион, чтобы устроить вечеринку.
Бахусмон обладает способностью производить
любую форму алкоголя внутри своего тела, и
если ему понравится другой дигимон на одной из
этих вечеринок, известно, что он предложит ему
напиток по его выбору. Сам Бахусмон имеет вкус
к фруктовым винам, его любимый сорт
производится из ферментированных фруктов
Карпос Хуле, леса, который несет на спине
Цересмон. Всякий раз, когда у Бахусмона есть
свободная минута, он умоляет Цересмон сделать
ему немного фруктового вина. Из-за этого пара
находится в очень хороших отношениях, и их
часто видят вместе. Особый приём
Бахусмона — «Кук оф зе Абисс», которым он
обхватывает врага руками, изменяет его
композиционные данные на подходящую закуску и
затем съедает его. Бахусмон также имеет «Парти
оф зе Хевенс», которым он производит форму
алкоголя, содержащего яды, которые могут
вызывать сонливость и паралич, а затем
обстреливает врагов этим зельем, чтобы
ошеломить их. Более того, данные яда, которые
он производит, являются одним из предметов
исследования Команды Раскола. Существует ряд
надежный слухов, которые предполагают, что
данные яда Бахусмона связаны с разработкой
бактериологического оружия и планов громких
убийств."
"3","machine_phrase","данный/данные","данные","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","141","digimon_0180_profile","","A Digimon that rules over the realm of the dead and
uses fear and violence to terrorize evil. Plutomon,
shrouded in deep shadow, stalks through the land
in search of villains and criminals who deserve to
be sent to the realm of the dead. Plutomon delights
in chewing up evildoers with its mouths filled with
rows of sharp fangs, and lets out a sinister chattering
noise as it seeks out its prey. The combination of this
and its fearsome appearance frightens even good
Digimon. Plutomon's abilities all have the disquieting
power to fling villains down to the realm of the dead.
In one of those moves, Hell's Gate, a giant mouth
appears from the darkness and swallows enemies
whole, and their data is broken down into scraps.
The Haggard Cluster move has the fangs of its chest
release a darkness that absorbs and vaporizes any
substance in its path. Plutomon shares the goal of
punishing evil with Jupitermon of the Olympos XII.
However, there's a longstanding animosity between
the two because Jupitermon doesn't approve of
Plutomon's cruel methods.","Дигимон, который правит царством мертвых и
использует страх и насилие, чтобы
терроризировать злодеев. Плутомон, окутанный
глубокой тенью, крадется по земле в поисках
злодеев и преступников, которые заслуживают
быть отправленными в царство мертвых. Плутомон
наслаждается, пережевывая злодеев своими
пастями, заполненными рядами острых клыков, и
издает зловещий стрекочущий звук, выслеживая
свою добычу. Сочетание этого и его грозной
внешности пугает даже хороших дигимонов. Все
способности Плутомона обладают тревожной
силой, чтобы швырять злодеев вниз, в царство
мертвых. В одном из этих движений, «Хеллз
Гейт», из тьмы появляется гигантская пасть и
проглатывает врагов целиком, и их данные
разбираются на лоскуты. Ход «Хаггард Кластер»
заставляет клыки на его груди выпустить тьму,
которая поглощает и испаряет любое вещество на
своем пути. Плутомон разделяет цель наказания
зла с Юпитермоном из Олимпос XII. Однако между
ними существует давняя вражда, потому что
Юпитермон не одобряет жестоких методов
Плутомона."
"3","machine_phrase","довольно/действительно/различные перегруз","различных","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","144","digimon_0184_profile","","A Deity Digimon that synthesizes the abilities of
various species, using a human body as its base.
This synthesis is said to have resulted from the
pursuit of the ultimate goal of omnipotence,
dramatically changing this Digimon's form to match
its environment. This form is based on
Dragon-species data, which would ordinarily lie
dormant within its body, centered around the crystal
in its chest, but Aegiochusmon manifested this
data onto the surface of its body, establishing it as
armor. This armor is a power suit that's not only for
defense, but which also acts as muscle, dramatically
increasing attack power. Aegiochusmon uses its
special move Bolt Break Knockdown to perform a
punch rush with fists coiled in lightning produced
from its horn, or Lightning Pile to drive a pile-shaped
bolt down on the enemy from above, driving them
into the ground. If this move pierces the enemy once,
subsequently released piles then connect without
fail, no matter where they're thrown.","Божественный дигимон, синтезирующий
способности различных видов, использующий
человеческое тело в качестве основы. Говорят,
что этот синтез стал результатом погоня
ультиматной цели всемогущества, резко
изменив форму этого дигимона, чтобы
соответствовать его окружающей среде. Эта
форма основана на данных вида Драконов,
которые обычно оставались бы спящими в его теле,
сконцентрированные вокруг кристалла в его
груди, но Эгиохусмон проявил эти данные на
поверхность своего тела, установив их как
броню. Эта броня является силовым костюмом,
который не только для защиты, но и действует
как мышцы, резко увеличивая силу атаки.
Эгиохусмон использует свое особый приём «Болт Брейк Наокдаун», чтобы
выполнить серию ударов кулаками, обвитыми
молнией, произведенной из его рога, или
«Лайтнинг Пайл», чтобы обрушить сверху на
врага сваеобразную молнию, вбивая его в землю.
Если этот ход пронзит врага один раз,
последующие выпущенные сваи затем соединяются
без провалиться, независимо от того, куда их бросили."
"3","machine_phrase","данный/данные","данных","profile","app_text01","text/digimon_profile.mbe/000_Sheet1.csv","144","digimon_0184_profile","","A Deity Digimon that synthesizes the abilities of
various species, using a human body as its base.
This synthesis is said to have resulted from the
pursuit of the ultimate goal of omnipotence,
dramatically changing this Digimon's form to match
its environment. This form is based on
Dragon-species data, which would ordinarily lie
dormant within its body, centered around the crystal
in its chest, but Aegiochusmon manifested this
data onto the surface of its body, establishing it as
armor. This armor is a power suit that's not only for
defense, but which also acts as muscle, dramatically
increasing attack power. Aegiochusmon uses its
special move Bolt Break Knockdown to perform a
punch rush with fists coiled in lightning produced
from its horn, or Lightning Pile to drive a pile-shaped
bolt down on the enemy from above, driving them
into the ground. If this move pierces the enemy once,
subsequently released piles then connect without
fail, no matter where they're thrown.","Божественный дигимон, синтезирующий
способности различных видов, использующий
человеческое тело в качестве основы. Говорят,
что этот синтез стал результатом погоня
ультиматной цели всемогущества, резко
изменив форму этого дигимона, чтобы
соответствовать его окружающей среде. Эта
форма основана на данных вида Драконов,
которые обычно оставались бы спящими в его теле,
сконцентрированные вокруг кристалла в его
груди, но Эгиохусмон проявил эти данные на
поверхность своего тела, установив их как
броню. Эта броня является силовым костюмом,
который не только для защиты, но и действует
как мышцы, резко увеличивая силу атаки.
Эгиохусмон использует свое особый приём «Болт Брейк Наокдаун», чтобы
выполнить серию ударов кулаками, обвитыми
молнией, произведенной из его рога, или
«Лайтнинг Пайл», чтобы обрушить сверху на
врага сваеобразную молнию, вбивая его в землю.
Если этот ход пронзит врага один раз,
последующие выпущенные сваи затем соединяются
без провалиться, независимо от того, куда их бросили."
