severity,category,package,file,row_id,line,speaker,detail,current_translation,source_game_text01
2,latin_mixed,app_text01,message/s900_217.mbe/000_Sheet1.csv,s900_217_070,10,char_MINERVAMON,XII,"Я пришла испытать свою силу. Со мной здесь
и остальные из Олимпос XII.","The reason I've come is to test my strength. I'm here with
the rest of the Olympos XII."
2,latin_mixed,app_text01,message/s900_217.mbe/000_Sheet1.csv,s900_217_480,64,char_MINERVAMON,XII,"Я признаю твою силу. Поздравляю с победой
над всеми Олимпос XII!","I offer you my praise. Congratulations on
defeating all of the Olympos XII!"
2,latin_mixed,app_text01,message/s910_170.mbe/000_Sheet1.csv,s910_170_580,65,char_NORIO,IT-,"Да. Моё будущее я был мега успешным. Я жил в шикарной квартире и
управлял IT-компанией.","Yep. Future me was mega successful. I lived in a fancy condo
and ran an IT company."
2,latin_mixed,app_text01,message/s910_170.mbe/000_Sheet1.csv,s910_170_920,101,char_NORIO_HIGHSCHOOL,IT-,"Вау! Я генеральный директор IT-компании и живу в высотном
кондоминиуме?! И еще женюсь на Ханае?!","Wow! I'm the CEO of an IT company AND live in a high-rise
condo?! And I marry Hanae, too?!"
2,latin_mixed,app_text01,message/s910_171.mbe/000_Sheet1.csv,s910_171_400,49,char_KINSHIRO,IQ,"Я убедил институт разрешить мне посещать среднюю школу, чтобы я
мог изучать людей с низким IQ.","I convinced the institute to let me attend high school so I
could study those of low IQ."
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,508,61,,"Adventure, Digimon",Цель～Акаи Шугеки～ (Из Digimon Adventure 02),Target～Akai Shougeki～ (From Digimon Adventure 02)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,509,62,,"Adventure, Digimon",Расстаемся! (Из Digimon Adventure 02),Break Up! (From Digimon Adventure 02)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,510,63,,"Digimon, Tamers",Самый Большой мечтатель (От Digimon Tamers),The Biggest Dreamer (From Digimon Tamers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,511,64,,"Digimon, Tamers",УДАР!! (От Digimon Tamers),SLASH!! (From Digimon Tamers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,513,66,,"Digimon, Frontier",С Завещанием (Из Digimon Frontier),With The Will (From Digimon Frontier)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,514,67,,"Data, Digimon, Going, Gouing, My, Savers, Squad, soul",Gouing! Going! My soul!! (из Digimon Savers / Digimon Data Squad),Gouing! Going! My soul!! (From Digimon Savers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,515,68,,"Believer, Data, Digimon, Savers, Squad",Believer (из Digimon Savers / Digimon Data Squad),Believer (From Digimon Savers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,516,69,,"Battles, Digimon, Fusion, Nebagiba, Wars, Xros",Nebagiba! (из Digimon Xros Wars / Digimon Fusion Battles),Nebagiba (From Digimon Xros Wars)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,517,70,,"ARE, Battles, Digimon, Fusion, Heart, WE, Wars, Xros",WE ARE Xros Heart! (из Digimon Xros Wars / Digimon Fusion Battles),WE ARE Xros Heart! (From Digimon Xros Wars)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,519,72,,"Adventure, Digimon",Разорвать цепь (Из Digimon Adventure:),Break the chain (From Digimon Adventure:)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,520,73,,"Digimon, Ghost",ФРАКЦИЯ (Из игры Digimon Ghost),FACTION (From Digimon Ghost Game)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,521,74,,"Digimon, Ghost",Первые всадники (Из игры Digimon Ghost),First Riders (From Digimon Ghost Game)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,523,76,,"Cyber, Sleuth",Мчащийся через Коулун (От Cyber Sleuth),Dashing Through Kowloon (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,524,77,,"Cyber, Sleuth",ЦИФРОВАЯ ЛАБОРАТОРИЯ (От Cyber Sleuth),DIGITAL LABORATORY (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,528,81,,"Cyber, Sleuth",ЦИФРОВЫЕ ВОЙНЫ (От Cyber Sleuth),DIGITAL WARS (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,529,82,,"Cyber, Sleuth",Песня Победителя (из Cyber Sleuth),The Victor's Song (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,530,83,,"Cyber, Sleuth","Подключайся, прыгай! (От Cyber Sleuth)",Connect Jump! (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,531,84,,"Cyber, Sleuth",День в определенном детективном агентстве (От Cyber Sleuth),A Day in a Certain Detective Agency (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,533,86,,"Cyber, Sleuth",ХОУП СТЕР (Из Cyber Sleuth),HOPE STER (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,534,87,,"Cyber, Sleuth",Блуждающий в Майохиге (Из Cyber Sleuth),Wandering in a Mayohiga (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,540,93,,"Cyber, Sleuth",Избавление от грусти (От Cyber Sleuth),Cutting Away Sadness (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,543,96,,"Cyber, DIGIFARM, Digimon, Sleuth, Story",DIGIFARM (из Digimon Story: Cyber Sleuth),DIGIFARM (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,544,97,,"Cyber, Sleuth",Добро пожаловать в это Замечательное пространство (От Cyber Sleuth),Welcome to This Wonderful Space (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,548,101,,"Cyber, Sleuth",Что-то разрушающее (От Cyber Sleuth),Something Eroding (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,551,104,,"Cyber, Sleuth",ЗАКЛЮЧИТЕЛЬНАЯ ФАЗА (От Cyber Sleuth),FINAL PHASE (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,555,108,,"Cyber, Sleuth",ПРОТИВОСТОЯТЬ ВРАГУ (Из Cyber Sleuth),CONFRONT THE ENEMY (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,560,113,,"Cyber, Sleuth",ДУХОВНЫЙ МАЛЬЧИК (Из Cyber Sleuth),SPIRITUAL BOY (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,564,117,,"Cyber, Sleuth",По-НАСТОЯЩЕМУ Популярная девушка (Из Cyber Sleuth),PO-SI-TIVE Pop Girl (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,567,120,,"Cyber, Sleuth",ГЛУБОКАЯ ЭМОЦИЯ (От Cyber Sleuth),DEEP EMOTION (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,568,121,,"Cyber, Sleuth",ХАКЕРСКАЯ ГОРДОСТЬ (От Cyber Sleuth),HACKING PRIDE (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,570,123,,"Cyber, Sleuth",Эфемерная Колибри (от Cyber Sleuth),Ephemeral Humming Bird (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,576,129,,"Cyber, Sleuth",КОРОЛЕВСКИЕ РЫЦАРИ (Из Cyber Sleuth),ROYAL KNIGHTS (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,579,132,,"Cyber, Sleuth",Ожидаемый Новый мир (От Cyber Sleuth),The Anticipated New World (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,581,134,,"Cyber, Sleuth",Переустановка (от Cyber Sleuth),Re-INSTALL (From Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,598,151,,"Cyber, Sleuth",КИБЕР-СЫЩИК (от Cyber Sleuth),THE CYBER SLEUTH (From Cyber Sleuth)
2,latin_mixed,app_text01,text/buff_message.mbe/000_Sheet1.csv,100133,261,,CP,CP больше нельзя получить!,CP no longer increases!
2,latin_mixed,app_text01,text/buff_message.mbe/000_Sheet1.csv,133,125,,CP,CP больше нельзя получить!,CP no longer increases!
2,latin_mixed,app_text01,text/char_name.mbe/000_Sheet1.csv,char_KOKUWAMON_AUN,702,,amp,Кокувамон А &amp,Kokuwamon A & B
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,11306,381,,TP,Полезный TP,Usable TP
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_03,1114,,Anti-ParadoX,Дополнительный набор дигимонов и эпизодов 3: Anti-ParadoX,Additional Digimon & Episode Pack 3
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_08,1118,,"Cyber, Sleuth",Набор фоновой музыки Cyber Sleuth,Cyber Sleuth BGM Pack
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_09,1119,,Digimon,Набор песен аниме Digimon,Digimon Anime Song Pack
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_12,1121,,"Cyber, Sleuth",Набор костюмов Cyber Sleuth,"Costume Set ""Cyber Sleuth"""
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900036,83,,Esc,Esc,Esc
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900067,114,,Home,Home,Home
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900068,115,,End,End,End
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900071,118,,Insert,Insert,Insert
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900072,119,,Delete,Delete,Delete
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900073,120,,Num,"Num
1","Num
1"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900074,121,,Num,"Num
2","Num
2"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900075,122,,Num,"Num
3","Num
3"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900076,123,,Num,"Num
4","Num
4"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900077,124,,Num,"Num
5","Num
5"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900078,125,,Num,"Num
6","Num
6"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900079,126,,Num,"Num
7","Num
7"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900080,127,,Num,"Num
8","Num
8"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900081,128,,Num,"Num
9","Num
9"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900082,129,,Num,"Num
0","Num
0"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900083,130,,Num,"Num
/","Num
/"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900084,131,,Num,"Num
*","Num
*"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900085,132,,Num,"Num
-","Num
-"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900086,133,,Num,"Num
+","Num
+"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900088,135,,Num,Num.,"Num
."
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900089,136,,Ctrl,Ctrl.,Ctrl.
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900090,137,,Ctrl,.Ctrl,.Ctrl
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900099,146,,Alt,Alt.,Alt.
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900100,147,,Alt,.Alt,.Alt
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901004,185,,FXAA,FXAA,FXAA
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901005,186,,MSAA,MSAA,MSAA
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901006,187,,TAA,TAA,TAA
2,same_as_original,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901307,224,,Translation is identical to game text01 source,(Debug) 1720 x 720 (21:9),(Debug) 1720 x 720 (21:9)
2,latin_mixed,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901319,236,,"Debug, Deck",(Debug) Симуляция Steam Deck,(Debug) Steam Deck Simulation
2,latin_mixed,app_text01,text/digimon_class_name.mbe/000_Sheet1.csv,1,3,,XII,Олимп XII,Olympos XII
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0019_profile,17,,DORU-Din,"Воображаемый дигимон, рожденный из мечты
ДигиЯдра. Интерфейс на лбу Доругорамона
чудесным образом разблокировал творческую силу
его собственного ДигиЯдра, заставив его
эволюционировать в эту форму. Возможно,
потому что это ДигиЯдро уже содержало мощные
данные дракона, форма, которую оно выдумало,
была воплощением мощного разрушения и самого
воплощения «заклятого врага». Доругорамон
использует свое особый приём «Брэйв
Метал», чтобы обрушить ужасную атаку всей мощью
тела и души, и «DORU-Din», чтобы выпустить
разрушительную ударную волну.","An imaginary Digimon born from the daydream of
a DigiCore. The interface on Dorugoramon's
forehead miraculously unlocked the creative
power of its own DigiCore, causing it to Digivolve
into this form. Perhaps because this DigiCore
already contained powerful draconic data, the
form it dreamed up was that of an avatar of
powerful destruction and the very incarnation of
the ""ultimate enemy."" Dorugoramon uses its
special move Brave Metal to unleash a dreadful
charge with all the power of body and soul, and
DORU-Din to release a shockwave of destruction."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0075_profile,65,,XII,"Один из Олимпос XII, Нептунемон — морской
бог-дигимон, который управляет всеми
дигимонами Водного вида. Чешуйчатая броня,
покрывающая его тело, представляет собой сплав
Хромдигизоида под названием Синий Дигизоид,
который облегчает мобильность и скорость,
позволяя ему двигаться с устрашающей скоростью
под водой. Его замок «Абисс Санктуари» был
построен в глубокой подводной впадине, и
только те, кто может выдержать давление воды
на крайний глубинах, могут войти. Его
особые приёмы включают «Вортекс
Пенетрайшн», которым он наносит удар своим
разумным копьем «Кингс Байт», и «Вейв оф
Дефс», которым он выпускает массивное цунами,
которое поглощает все на своем пути.","One of the Olympos XII, Neptunemon is a marine
god Digimon that governs all aquatic-species
Digimon. The scale mail covering its body is a
Chrondigizoid alloy called Blue Digizoid that
facilitates mobility and speed, allowing it to move
at a fearsome pace underwater. Its castle Abyss
Sanctuary was built in a deep underwater trench,
and only those who can withstand the water
pressure of the extreme depths can enter. Its
special moves include Vortex Penetration, with
which it strikes with King's Bite, its sentient
spear, and Wave of Depth, with which it
unleashes a massive tsunami that swallows up
everything in its path."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0080_profile,70,,XII,"Один из Олимпос XII, этот дигимон — гениальный
бог, хвастающийся величайшей скоростью в
Цифровом Мире. Непревзойденная скорость
Меркуримона не видна невооруженным глазом, и
поэтому любые его записи, как говорят,
являются его остаточными образами. Он ненавидит
оставаться на месте и всегда странствует по
Цифровому Миру, что делает его трудным
существом для встречи. Он использует свое
особый приём «Саузенд Фист», чтобы
приблизиться к врагу с почти мгновенной
скоростью, прежде чем обрушить невероятный
скорострельный залп. Меркуримон также является
искусный шаманом, позволяя ему
использовать «Спиричуал Энчантмент», рассекая
воздух своим любимым клинком «Ацтек» и
призывая демонов из другого измерения.","One of the Olympos XII, this Digimon is a genius god
boasting the greatest speed in the Digital World.
Merukimon's unrivaled speed cannot be seen with
the naked eye, and so any recordings of it are said to
be of its afterimages. It hates staying still and is
always wandering the Digital World, making it a
difficult creature to encounter. It uses its special
move Thousand Fists to approach the enemy at an
almost instantaneous speed before unleashing an
incredible rapid-fire barrage. Merukimon is also an
accomplished shaman, allowing it to use Spiritual
Enchantment, cleaving the air with its beloved blade
Aztec and summoning demons from another
dimension."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0104_profile,92,,ZERO-ARMS,"Сусаноомон известен в восточном фольклоре как
ультиматный бог разрушения и правитель
регенерации. Говорят, что он появляется, когда
в Сети возникают аномалии, аннулируя
существующую систему и строя новую на ее
месте. Особые приёмы Сусаноомона — «Ама
но Хабакири», которое рассекает все и вся под
небом лезвием света, выпущенным из его
ZERO-ARMS: Ороти, и «Якуса но Икадзути»,
ультиматная техника, с помощью которой он
направляет свой ZERO-ARMS: Ороти, лезвие
света, к небесам, превращая лезвие в
разрушительную молнию, которая затем
обрушивается на мир.","Susanomon is renowned in eastern folklore as the
ultimate god of destruction and the ruler of
regeneration. It's said to appear when the Net
experiences abnormalities, nullifying the existing
system and building a new one in its place.
Susanomon's special moves are Ama no Habakiri,
which cleaves anything and everything under
heaven with the blade of light released from its
ZERO-ARMS: Orochi, and Yakusa no Ikazuchi, the
ultimate technique by which it points its
ZERO-ARMS: Orochi blade of light toward the
heavens, transforming the blade into destructive
lightning that then rains down upon the world."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0168_profile,130,,XII,"Член Олимпос XII, бог, властвующий над
небесами, и дигимон, управляющий громом и
погодой. Юпитермон всегда судит добро и зло на
поле боя, карая нечестивых божественным
наказанием. Такой суд вершится беспристрастно,
без эмоций. Те, кто не согласен с решением
Юпитермона, могут бросить ему вызов и отменить
приговор победой, но пока никому это не
удавалось. Он может ударить молотами на обеих
руках друг о друга и призвать небольшие грозовые
тучи. Приёмом «Паниш Джадж» он бьёт противника
молотом, выжигает метку на его теле и откладывает
наказание. Когда Юпитермон решает исполнить
приговор, он обрушивает на врага молнию
чрезвычайно высокого напряжения. Его предельный
особый приём «Вайд Пласмент» превращает тело в
сверхвысоковольтную плазму. Так он карает всё
вокруг себя, испепеляя каждого, кого коснётся.","A member of the Olympos XII, a god that presides
over the heavens, and a Digimon that governs
thunder and weather. Jupitermon always judges
good and evil on the battlefield, delivering divine
punishment to the wicked. Such judgment is handed
down indifferently, without emotion. Those who
disagree with Jupitermon's decision can challenge
it and overturn the judgment upon victory, but, as of
now, no one has ever accomplished this feat. It can
clap the hammers on both arms together to summon
small thunderclouds. It uses Punish Judge to strike
an opponent with its hammer, engraving a mark on
its body and postponing its punishment. When
Jupitermon decides to execute said punishment,
the sentence is carried out by striking that foe with
extremely high-voltage lightning. It uses its ultimate
special move Wide Plasment to change its body
into ultra-high-voltage plasma. This inflicts divine
punishment in the area around Jupitermon,
disintegrating any and all it touches."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0170_profile,132,,XII,"Партнер Юпитермона и одна из Олимпос XII.
На поле боя Юномон выступает любящей
защитницей Юпитермона: она постоянно
предсказывает, обнаруживает и уничтожает
мятежников, осмелившихся противиться его
воле. Похоже, благодаря невероятно нежному
характеру и глубокой любви к Юпитермону она
прекрасно знает все его привычки. Особые
приемы Юномон - «Нидл Хайв», пронзающий
врагов катарами на ее руках, и «Грейсфул
Ланс», при котором разумные копья атакуют
врагов вокруг нее.","Jupitermon's partner, and one of the Olympos XII.
Junomon takes its place on the battlefield as
Jupitermon's loving protector, and is constantly
seeking to predict, detect and root out insurgents
who would defy Jupitermon's will. It has a solid grasp
on all of Jupitermon's tendencies, perhaps due to its
overwhelmingly affectionate nature and deep love
of Jupitermon. Junomon's special moves are Needle
Hive, which skewers foes with the katars on its arms,
and Graceful Lance, which automatically attacks
foes around it with its sentient lances."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0172_profile,134,,XII,"Этот сострадательный дигимон управляет силой
любви и является одной из Олимпос XII. Даже на
самых бесплодных пустошах, куда бы Венусмон ни
пошла, прекрасный цветы расцветают, и земля
вокруг нее обновляется юной энергией. Многие
дигимоны поклоняются Венусмон из-за ее красоты
и чистоты. Надевая повязку на глаза, она
способна воспринимать мир таким, какой он
есть, своим мысленным взором, видя сквозь
любую ложь или обман. Сокрытие ее глаз также
подавляет ее ауру очарование, удваиваясь как акт
внимательности и уменьшая количество
дигимонов, которые в противном случае падали
бы в обморок в ее облик. У Венусмон есть
два маленьких, но постоянных спутника, птица
Олив и гребешок Хотан, и трое друзей
поддерживают открытый и оживленный разговор.
Поскольку Венусмон — дигимон, управляющий
любовью, каждое ее действие в бою успокаивает
сердца ее противников. С помощью «ЛАВ Ю» она
может заставить врага потерять сознание,
послав ему воздушный поцелуй и заставив его
сердце пропустить удар. Если ее птица Олив
клюнет врага по голове, он попадает под чары
«Пис Фантазия», которые могут успокоить сердце
даже самого свирепого зверя.","This compassionate Digimon governs the power of
love, and is one of the Olympos XII. Even in the most
desolate wastelands, wherever Venusmon goes,
beautiful flowers bloom and the earth around it is
renewed with youthful vigor. Many Digimon worship
Venusmon because of its beauty and purity. By
wearing a blindfold, it's able to perceive the world
as it truly is with its mind's eye, seeing through any
falsehood or deceit. Hiding its eyes also suppresses
its aura of glamor, doubling as an act of consideration
and reducing the number of Digimon that would
otherwise swoon in its presence. Venusmon has
two small but constant companions, the bird Olive
and the scallop Hotan, and the three friends keep
up an open and lively conversation. Since Venusmon
is the Digimon that governs love, its every action in
battle soothes its opponents' hearts. With LOVE
YOU, it can make a foe fall unconscious by blowing
it a kiss and making its heart skip a beat. If its bird
Olive pecks an enemy on the head, it falls under the
spell of Peace Fantasia, which can soothe the heart
of even the most savage of beasts."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0173_profile,135,,XII,"Одна из Олимпос XII и Божественный дигимон,
обладающий энергией пламени, эквивалент самой
силе солнца. Эта впечатляющий сила, способная
расплавить и очистить любое вещество, такова,
что даже Аполломон — со всем его интенсивный пылом
и гордостью — едва может ее сдерживать.
Особые приёмы Аполломона — «Сол
Бластер», которое выпускает ослепительный
солнечный шар, сформированный из сферы пламени
на его спине, и «Фебус Блоу», которое
концентрирует всю его скрытую силу в один
удар.","One of the Olympos XII, and a Deity Digimon that
possesses flame energy equivalent to the very
sun's power. This awesome strength, capable of
melting down and purifying any substance, is such
that even Apollomon—with all its intense fervor
and pride—can barely contain it. Apollomon's
special moves are Sol Blaster, which unleashes
an incandescent solar orb formed from the flame
sphere on its back, and Phoebus Blow, which
concentrates all of its latent power into a single
punch."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0174_profile,136,,XII,"Этот бог войны-дигимон, напоминающий
человека-леопарда, является одной из
загадочных Олимпос XII, которые обладают
способностями, соперничающими даже с Королевскими
Рыцарей, божеств-хранителей Сети. Каждая из
Олимпос XII защищает свой собственный регион,
действуя в тени и сохраняя нейтральную позицию
во время инцидентов в Цифровом Мире. Марсмон
хорошо понимает все виды рукопашных техник в
мире — включая навыки, использующие нечестную
игру — и обладает абсолютной уверенностью в
любом бою один на один против подобных себе.
Он полагается в основном на приемы рестлинга,
но его сосредоточенность на победе и славу означает, что
он будет выхватывать скрытое оружие, такое как
его «Трая Наклз» или «Метал Котурнус», когда
оказывается в затруднительном положении. И всё же, Марсмон проявляет свою истинную силу,
когда сражается голыми руками и ногами. Его
особый приём «Корона Сэнкшнс» — это
славный техника убийства в воздухе, которая
облачает Марсмон в пламя.","This war god Digimon resembling a leopard
humanoid is one of the mysterious Olympos XII,
who possess abilities rivaling even the Royal
Knights, guardian deities of the Net. Each of the
Olympos XII protects its own region, acting in
the shadows and maintaining a neutral position
during incidents in the Digital World. Marsmon
well understands all hand-to-hand techniques
in the world—including skills utilizing foul
play—and possesses absolute confidence in
any one-on-one fight against those like itself.
It relies mostly on wrestling moves, but its
focus on victory and glory means it will whip out
hidden weapons like its Tria Knuckles or Metal
Cothurnus when it finds itself on its back foot.
Even so, Marsmon brings its true power to bear
when fighting with bare hands and feet. Its
special move is Corona Sanctions, with which
it engulfs itself in flames for a glorious mid-air
killing technique."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0176_profile,137,,XII,"Одна из Олимпос XII, Цересмон — гигантская
птица-дигимон, несущая на спине лес Карпос
Хуле, славившийся своими плодами, известными
как самый сладкий деликатес в Цифровом Мире. С
телом, состоящим из гигантских скал и
плодородной почвы, Цересмон в полете больше
всего напоминает плавучий остров. Истинная форма Цересмон — Цересмон
Медиум — находится во главе острова. Цересмон
Медиум обладает почти никакой боевой
способностью и редко появляется перед другими.
Однако в редких случаях он, по-видимому,
показывает себя тем, кому доверяет, не приводя
с собой гигантскую птицу. Цересмон Медиум
обладает мягким характером и сердцем,
переполненным состраданием. Он предлагает
голодным дигимонам фрукты из Карпос Хуле и
позволяет раненым дигимонам укрыться в лесу,
пока они не восстановятся. Однако, если кто-то
окажется неблагодарным за щедрость природы,
нанесет вред деревьям или осквернит землю ради
забавы, природа Цересмон Медиума меняется, и
он становится по-настоящему ужасным лесным демоном.
Особый приём Цересмон — «Айленд
Фрифол», которым оно врезается своим массивным
телом прямо во врага, посылая мощные толчки и
яростные ветры, бурлящий на широкой область вокруг
места падения. Цересмон также имеет «Бернинг
Блад Шелл», которое выстреливает огромный,
обжигающий шар магмы из его рта.","One of the Olympos XII, Ceresmon is a gigantic
bird Digimon that bears the forest Karpos Hulē on
its back. Karpos Hulē is where the most delectable
sweets in the Digital World can be found, and
many famous fruits grow there as well. With a body
composed of giant rocks and fertile soil, Ceresmon
in flight resembles a floating island more than
anything else. Ceresmon Medium, which is
Ceresmon's true form, resides at the head of the
island. Ceresmon Medium possesses almost no
combat ability and rarely appears before others.
However, on rare occasions, it apparently shows
itself to those it trusts without bringing along the
giant bird. Ceresmon Medium has a gentle
personality and a heart overflowing with compassion.
It offers hungry Digimon fruits from Karpos Hulē, and
allows injured Digimon to take shelter in the forest
until they've recovered. However, if any prove
ungrateful for the bounty of nature, bring harm to
the trees or defile the land for sport, Ceresmon
Medium's nature shifts and it becomes a truly
frightful forest demon. Ceresmon's special move is
Island Freefall, with which it slams its massive body
directly into its foe, sending powerful tremors and
violent winds surging in a wide berth around the crash
site. Ceresmon also has Burning Blood Shell, which
shoots a huge, scorching ball of magma from its
mouth."
