priority,category,package,file,line,row_id,speaker,shared_mf_alias,marker,recommended_action,source_en,current_ru,tags
4,possible_player_address_gender,patch_text01,message/m400.mbe/000_Sheet1.csv,59,m400_030_020,char_DIANAMON,,был,"проверить, относится ли форма к игроку",,"Ты был рядом, но ничего не замечал. Тебе неведома тёмная сторона
луны.",m400_030_020
4,possible_player_address_gender,patch_text01,message/m410.mbe/000_Sheet1.csv,15,m410_001_100,char_DIANAMON,,был,"проверить, относится ли форма к игроку",,"Когда я закрыла своё сердце, ты был единственным, кому я
доверяла!",m410_001_100
4,possible_player_address_gender,patch_text01,message/m420.mbe/000_Sheet1.csv,33,m420_015_040,char_AEGIOMON,,должна,"проверить, относится ли форма к игроку",,"Такое чувство... будто боги уже решили, что ты должна исчезнуть.",m420_015_040
4,possible_player_address_gender,patch_text01,message/m420.mbe/000_Sheet1.csv,107,m420_120_060,char_JUNOMON,,был,"проверить, относится ли форма к игроку",,"Я до сих пор помню твоё тепло, когда ты был лишь яйцом. Увидеть
тебя в этом облике — уже награда за всё.",m420_120_060
4,possible_player_address_gender,patch_text01,message/m440.mbe/000_Sheet1.csv,23,m440_011_040,char_AEGIOMON,,потрясена,"проверить, относится ли форма к игроку",,"Нет, не сон. Мы с {player}... ну... Ты потрясена?",m440_011_040
4,possible_player_address_gender,patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,547,r_d0407_0080_0060,char_???,,уверен,"проверить, относится ли форма к игроку",,"Ты уверен, что с тобой все в порядке, старина?..",
4,possible_player_address_gender,patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,747,r_d1204_0010_0130,char_TAILMON,,готов,"проверить, относится ли форма к игроку",,"Ты, там! Ты готов к этому?!",
4,possible_player_address_gender,patch_text01,message/s010_001.mbe/000_Sheet1.csv,53,s010_001_430,char_ZUBAEAGERMON,,сделал,"проверить, относится ли форма к игроку",,"Это скорее ощущение, так что объяснить трудно.
Как бы ты сделал эту футболку по-двадцатейшему?",
4,possible_player_address_gender,patch_text01,message/s010_156.mbe/000_Sheet1.csv,43,s010_156_302,char_PLAYER_M,,уверена,"проверить, относится ли форма к игроку",,"{next}Ты уверена, что это был не сон?",
4,possible_player_address_gender,patch_text01,message/s010_179.mbe/000_Sheet1.csv,24,s010_179_190,char_SUMERAGI,,прав,"проверить, относится ли форма к игроку",,"Ты прав. Это я, Курои. Удивлён,
что ты меня узнал.",
4,possible_player_address_gender,patch_text01,message/s010_180.mbe/000_Sheet1.csv,23,s010_180_200,char_TOUDO,,ранена,"проверить, относится ли форма к игроку",,"Ты ранена?! И всё потому, что защитила меня... Помощь уже
в пути! Держись!",
4,possible_player_address_gender,patch_text01,message/s010_180.mbe/000_Sheet1.csv,52,s010_180_450,char_TOUDO,,сделал,"проверить, относится ли форма к игроку",,"Ты это сделал, да? Ну... это немного смущает.",
4,possible_player_address_gender,patch_text01,message/s020_018.mbe/000_Sheet1.csv,19,s020_018_140,char_KAMEMON,,сделал,"проверить, относится ли форма к игроку",,"Дело в том... Я чувствую, что есть причина, по которой Титанов
больше нет, помимо всего, что ты сделал.",
4,possible_player_address_gender,patch_text01,message/s020_018.mbe/000_Sheet1.csv,67,s020_018_530,char_KAMEMON,,прав,"проверить, относится ли форма к игроку",,"Ты прав. Другого выхода нет. Прости нас, Шеллмон!",
4,possible_player_address_gender,patch_text01,message/s020_018.mbe/000_Sheet1.csv,95,s020_018_760,char_KAMEMON,,вернулся,"проверить, относится ли форма к игроку",,"Ты вернулся! Теперь ты можешь свободно плавать и находить это
водное растение?",
4,possible_player_address_gender,patch_text01,message/s020_019.mbe/000_Sheet1.csv,40,s020_019_320,char_NEPTUNEMON,,готов,"проверить, относится ли форма к игроку",,"Ну что? Ты готов спасти этого пойманного в ловушку дигимона? Мне
нужно, чтобы ты показал мне дорогу.",
4,possible_player_address_gender,patch_text01,message/s020_019.mbe/000_Sheet1.csv,55,s020_019_440,char_JUMBOGAMEMON,,вернулся,"проверить, относится ли форма к игроку",,Ты вернулся?! И с тобой... Нет! Ты правда приносишь...?,
4,possible_player_address_gender,patch_text01,message/s020_019.mbe/000_Sheet1.csv,61,s020_019_500,char_NEPTUNEMON,,ранен,"проверить, относится ли форма к игроку",,"Превосходно. Всё прошло именно так, как я надеялся.
ДжамбоГамемон, ты не ранен?",
4,possible_player_address_gender,patch_text01,message/s020_173.mbe/000_Sheet1.csv,62,s020_173_440,char_MARINEANGEMON,,должен,"проверить, относится ли форма к игроку",,"Эй! Ты не должен вздыхать! Мне просто нужно услышать еще одно
слово ободрения!",
4,possible_player_address_gender,patch_text01,message/s030_029.mbe/000_Sheet1.csv,34,s030_029_240,char_TONOSAMAGEKOMON,,уверен,"проверить, относится ли форма к игроку",,"Глурп, глурп... Ты уверен, что титанов нет, глурп? О, что мне
делать, глурп?!",
4,possible_player_address_gender,patch_text01,message/s030_030.mbe/000_Sheet1.csv,12,s030_030_090,char_PECKMON,,должен,"проверить, относится ли форма к игроку",,"Крик! Ты говоришь так, будто собираешься это проигнорировать!
Ты не можешь! Ты должен уйти!",
4,possible_player_address_gender,patch_text01,message/s030_183.mbe/000_Sheet1.csv,26,s030_183_211,char_PLAYER_M,,сделала,"проверить, относится ли форма к игроку",,{next}Что ты сделала?,
4,possible_player_address_gender,patch_text01,message/s030_183.mbe/000_Sheet1.csv,48,s030_183_400,char_SIRENMON,,пришёл,"проверить, относится ли форма к игроку",,"Ах, какое облегчение! Похоже, ты пришёл в себя.",
4,possible_player_address_gender,patch_text01,message/s040_033.mbe/000_Sheet1.csv,32,s040_033_280,char_DRIMOGEMON_YB,,готов,"проверить, относится ли форма к игроку",,Ты готов? Пойдём побьём этого Титана!,
4,possible_player_address_gender,patch_text01,message/s040_033.mbe/000_Sheet1.csv,47,s040_033_410,char_DRIMOGEMON_OB,,готов,"проверить, относится ли форма к игроку",,"Эй, ты готов? Тогда за дело!",
4,possible_player_address_gender,patch_text01,message/s040_033.mbe/000_Sheet1.csv,75,s040_033_680,char_DRIMOGEMON_OB,,прав,"проверить, относится ли форма к игроку",,"Ого, ты прав! Так... «Давайте вместе принесём
мир Илиаде, только мы вдвоём!»",
4,possible_player_address_gender,patch_text01,message/s040_160.mbe/000_Sheet1.csv,26,s040_160_200,char_MARSMON,,пришел,"проверить, относится ли форма к игроку",,"Эй, отличная работа! Ты пришел проведать меня?",
4,possible_player_address_gender,patch_text01,message/s050_042.mbe/000_Sheet1.csv,14,s050_042_0091,char_PLAYER_M,,нашёл,"проверить, относится ли форма к игроку",,{next}Ты нашёл перо Пэрротмона?,
4,possible_player_address_gender,patch_text01,message/s050_043.mbe/000_Sheet1.csv,76,s050_043_640,char_BEARMON_OB,,нашел,"проверить, относится ли форма к игроку",,... Это реально! Я в это не верю! Где ты это нашел?,
4,possible_player_address_gender,patch_text01,message/s050_152.mbe/000_Sheet1.csv,64,s050_152_450,char_PLAYER_M,,был,"проверить, относится ли форма к игроку",,"{next}Хочу, чтобы ты был на моей стороне.",
4,possible_player_address_gender,patch_text01,message/s070_056.mbe/000_Sheet1.csv,39,s070_056_320,char_MINERVAMON,,вернулся,"проверить, относится ли форма к игроку",,"А, ты вернулся. Ну что? Ты нашел для меня достойного дигимона?",
4,possible_player_address_gender,patch_text01,message/s070_057.mbe/000_Sheet1.csv,8,s070_057_050,char_MINERVAMON,,готов,"проверить, относится ли форма к игроку",,"Ты не готов? Ладно, тогда приходи, когда почувствуешь, что готов
к драке.",
4,possible_player_address_gender,patch_text01,message/s080_059.mbe/000_Sheet1.csv,43,s080_059_360,char_BLIMPMON,,прав,"проверить, относится ли форма к игроку",,"Хехехе. Тут ты прав: чтобы сунуться в Космическую область,
энергии нужно с запасом.",
4,possible_player_address_gender,patch_text01,message/s095_082.mbe/000_Sheet1.csv,16,s095_082_102,char_PLAYER_M,,уверен,"проверить, относится ли форма к игроку",,"{next}Ты уверен, что это от фигурки?",
4,possible_player_address_gender,patch_text01,message/s095_082.mbe/000_Sheet1.csv,75,s095_082_600,char_VULCANUSMON,,вернулся,"проверить, относится ли форма к игроку",,Ты вернулся. И что это у тебя?,
4,possible_player_address_gender,patch_text01,message/s110_090.mbe/000_Sheet1.csv,16,s110_090_120,char_AGUMON,,должен,"проверить, относится ли форма к игроку",,"Пожалуйста! Я думаю, что мой партнер где-то внутри этого
пространства. Ты должен пойти со мной!",
4,possible_player_address_gender,patch_text01,message/s110_091.mbe/000_Sheet1.csv,15,s110_091_120,char_AGUMON,,должен,"проверить, относится ли форма к игроку",,"Ты не должен говорить такие вещи, Габумон! Мы должны попытаться
помочь этим детям.",
4,possible_player_address_gender,patch_text01,message/s110_092.mbe/000_Sheet1.csv,24,s110_092_172,char_PLAYER_M,,решил,"проверить, относится ли форма к игроку",,{next}На чём ты решил гадать?,
4,possible_player_address_gender,patch_text01,message/s110_092.mbe/000_Sheet1.csv,69,s110_092_540,char_PLAYER_M,,уверен,"проверить, относится ли форма к игроку",,{next}Ты уверен?,
4,possible_player_address_gender,patch_text01,message/s110_094.mbe/000_Sheet1.csv,2,s110_094_010,char_PLUTOMON,,готов,"проверить, относится ли форма к игроку",,"Ну что, ты готов идти?",
4,possible_player_address_gender,patch_text01,message/s110_100.mbe/000_Sheet1.csv,4,s110_100_030,char_V-MON,,видел,"проверить, относится ли форма к игроку",,"Слушай, не знаю, что ты видел в мире людей,
но ты не слишком мрачно настроен?",
4,possible_player_address_gender,patch_text01,message/s110_101.mbe/000_Sheet1.csv,101,s110_101_840,char_BREAKDRAMON,,был,"проверить, относится ли форма к игроку",,"Да? Ты был на моей последней встрече? Мне нравится заботиться о
своих фанатах, но...",
4,possible_player_address_gender,patch_text01,message/s110_103.mbe/000_Sheet1.csv,37,s110_103_300,char_DYNASMON,,готов,"проверить, относится ли форма к игроку",,Ты готов? А теперь я вызываю тебя на дуэль!,
4,possible_player_address_gender,patch_text01,message/s110_108.mbe/000_Sheet1.csv,42,s110_108_330,char_EXAMON,,должен,"проверить, относится ли форма к игроку",,"Это лекарство, похоже, может сработать. Ты должен отвезти меня
туда, где я смогу его найти.",
4,possible_player_address_gender,patch_text01,message/s110_108.mbe/000_Sheet1.csv,51,s110_108_420,char_VENUSMON,,был,"проверить, относится ли форма к игроку",,"...Экзамен. Итак, ты БЫЛ там. Теперь я наконец-то могу тебя
видеть.",
4,possible_player_address_gender,patch_text01,message/s110_108.mbe/000_Sheet1.csv,72,s110_108_630,char_VENUSMON,,был,"проверить, относится ли форма к игроку",,"Из-за того, что раньше ты был таким крошечным, теперь ты
кажешься огромным.",
4,possible_player_address_gender,patch_text01,message/s110_113.mbe/000_Sheet1.csv,5,s110_113_040,char_PLAYER_M,,уверен,"проверить, относится ли форма к игроку",,"{next}Ты уверен, что так можно?",
4,possible_player_address_gender,patch_text01,message/s110_208.mbe/000_Sheet1.csv,14,s110_208_110,char_MUSYAMON,,должен,"проверить, относится ли форма к игроку",,"Перед тобой великий герой Шамбалы — Сусаномон. Ты должен
считать за честь возможность сразиться с ним.",
4,possible_player_address_gender,patch_text01,message/s110_211.mbe/000_Sheet1.csv,42,s110_211_295,char_DUKEMON,,хотел,"проверить, относится ли форма к игроку",,"Прямо сейчас я бы предпочел двигаться, а не отдыхать! Ты хотел
бы снова драться?",
4,possible_player_address_gender,patch_text01,message/s910_169.mbe/000_Sheet1.csv,111,s910_169_930,char_HIROKO,,попал,"проверить, относится ли форма к игроку",,"Что? Ты не понял? Ты попал сюда чисто случайно? Думаю, мне
повезло...",
4,possible_player_address_gender,patch_text01,message/s910_170.mbe/000_Sheet1.csv,154,s910_170_1410,char_MILLENNIUMON,,должен,"проверить, относится ли форма к игроку",,Ты должен уйти и жить счастливой жизнью.,
4,possible_player_address_gender,patch_text01,message/s910_170.mbe/000_Sheet1.csv,168,s910_170_1550,char_HIROKO,,вернулся,"проверить, относится ли форма к игроку",,"А, ты вернулся. Похоже, юный Норио благополучно добрался домой?",
4,possible_player_address_gender,patch_text01,message/s910_170.mbe/000_Sheet1.csv,170,s910_170_1570,char_NORIO,,готова,"проверить, относится ли форма к игроку",,"Ладно, нам тоже пора домой. Ты готова, Ханаэ?",
4,possible_player_address_gender,patch_text01,message/t01.mbe/000_Sheet1.csv,36,f_t0101_0190_0010,char_YOUNG_MAN,,знал,"проверить, относится ли форма к игроку",,"«Агент Альфа» — хорошее аниме. Ты знал, что это ремейк?",
4,possible_player_address_gender,patch_text01,message/t01.mbe/000_Sheet1.csv,111,f_t0103_9000_0040,char_YOUNG_WOMAN,,думал,"проверить, относится ли форма к игроку",,"Отлично, я выиграла! Уверена, ты думал, что я плохо играю,
да? Не повезло тебе!",
4,possible_player_address_gender,patch_text01,message/t01.mbe/000_Sheet1.csv,278,f_t0121_080_0020,char_ASTAMON,,готов,"проверить, относится ли форма к игроку",,"Ты готов к матчу? Входи, когда будешь готов.",
4,possible_player_address_gender,patch_text01,message/t01.mbe/000_Sheet1.csv,282,f_t0121_090_0030,char_DIGIBATO_MAGAZINE_REPORTER,,устал,"проверить, относится ли форма к игроку",,Что это? Ты устал и хочешь поговорить позже?,
2,style_review,addcont_01_text01,message/d120.mbe/000_Sheet1.csv,107,d120_110_010,char_KUREMIKYOKO,,действительно,проверить машинный усилитель,,— Итак… ты действительно собираешься?,d120_110_010
2,style_review,addcont_02_text01,message/d220.mbe/000_Sheet1.csv,126,d220_110_080,char_BANCHOMAMEMON,,довольно,проверить машинный усилитель,,...довольно впечатляющая подделка.,d220_110_080
2,style_review,addcont_02_text01,message/d240.mbe/000_Sheet1.csv,44,d240_041_030,char_TOUDO,,действительно,проверить машинный усилитель,,"«Признаю, сейчас нам действительно нужна помощь.
Но я не собираюсь рисковать жизнью гражданского».",
2,style_review,addcont_02_text01,message/d240.mbe/000_Sheet1.csv,60,d240_051_040,char_HIROKO,,действительно,проверить машинный усилитель,,«Это... действительно возможно?»,
2,style_review,addcont_03_text01,message/d330.mbe/000_Sheet1.csv,49,d330_040_090,char_SIMMONS,,действительно,проверить машинный усилитель,,«...Ты действительно безнадежный дурак».,d330_040_090
2,style_review,addcont_03_text01,message/d350.mbe/000_Sheet1.csv,31,d350_020_180,char_ALPHAMON,,действительно,проверить машинный усилитель,,"...Спасибо. Я действительно не знаю, как вас отблагодарить.",d350_020_180
2,style_review,patch_text01,message/arena01.mbe/000_Sheet1.csv,134,arena01_f001_016_040,char_LOPMON,,довольно,проверить машинный усилитель,,"Ни за что! Это снова они! Я не могу в это поверить. Ну, в этом
нет абсолютно никакого смысла, но я думаю, это довольно весело!",
2,style_review,patch_text01,message/arena01.mbe/000_Sheet1.csv,188,arena01_f001_023_040,char_RAPIDMON_ARMOR,,действительно,проверить машинный усилитель,,"Хотя мы действительно хотим доказать свою силу, ничто не делает
нас счастливее, чем просто встретиться с вами в бою!",
2,style_review,patch_text01,message/battle.mbe/000_Sheet1.csv,525,2110099104,char_DUKEMON,,действительно,проверить машинный усилитель,,"Это то, на что я, Галантмон, действительно способен!",
2,style_review,patch_text01,message/d01.mbe/000_Sheet1.csv,59,f_d0101_0160_0014,char_WIZARDMON,,действительно,проверить машинный усилитель,,Ты действительно понимаешь?,
2,style_review,patch_text01,message/d010.mbe/000_Sheet1.csv,3,d010_010_020,char_MIREI,,довольно,проверить машинный усилитель,,"Я обнаружила довольно странное пространство.
Аномальный мир, отрезанный от нормального пространства-времени.",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,119,f_d0201_0490_0020,char_PANDAMON,,Действительно,проверить машинный усилитель,,"Действительно... Мы должны быть бдительны и не позволять нашей
обороне ослабевать.",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,131,f_d0201_0550_0030,char_IMPMON,,довольно,проверить машинный усилитель,,"Итак, тебе удалось победить Титанов...? Да, думаю, это довольно
впечатляет...",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,189,f_d0201_0680_0040,char_FALCOMON,,действительно,проверить машинный усилитель,,...нам действительно нужно найти более эффективное решение.,
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,286,f_d0202_0020_0020,char_TYUMON,,действительно,проверить машинный усилитель,,"Один из моих приятелей всегда бывает там один, но кто знает,
может, Минервамон действительно дома. Пойди посмотри.",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,291,f_d0202_0040_0010,char_LUNAMON,,действительно,проверить машинный усилитель,,"Вы действительно помогли нам! Не знаю, что бы мы без вас делали!",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,584,f_d0204_0120_0010,char_PUMPMON,,действительно,проверить машинный усилитель,,"Вау, вон та Лилимон действительно милая... Ты не собираешься
подойти поздороваться?",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,604,f_d0204_0170_0030,char_PANJYAMON,,действительно,проверить машинный усилитель,,"Хе-хе. Робкие удары издалека, да? Противник действительно так
сильно тебя пугает?",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,636,f_d0204_0240_0030,char_ARCHNEMON,,довольно,проверить машинный усилитель,,Ты... выглядишь довольно аппетитно... *бормочет себе под нос*,
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,643,f_d0204_0270_0010,char_FALCOMON,,довольно,проверить машинный усилитель,,Ого. Снаружи довольно страшно. Да. Я остаюсь внутри...,
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,649,f_d0204_0280_0060,char_MERCURYMON,,довольно,проверить машинный усилитель,,"Позвольте мне поблагодарить вас за помощь с Центральной башней.
Я получил известие, что дигимоны там довольно грозные.",
2,style_review,patch_text01,message/d02.mbe/000_Sheet1.csv,834,f_d0212_0020_0030,char_GEREMON,,действительно,проверить машинный усилитель,,Вау! Ты действительно главный герой!,
2,style_review,patch_text01,message/d03.mbe/000_Sheet1.csv,28,f_d0301_0050_0070,char_SHELLMON,,действительно,проверить машинный усилитель,,"Если вы действительно не можете его найти, не могли бы вы,
пожалуйста, вернуться сюда?",f_d0301_0050_0070
2,style_review,patch_text01,message/d03.mbe/000_Sheet1.csv,88,f_d0301_0230_0010,char_MOJYAMON,,довольно,проверить машинный усилитель,,"Подходить к воде довольно хлопотно, а вокруг полно всяких буйных
типов, но иногда мне все равно хочется поплавать.",
2,style_review,patch_text01,message/d03.mbe/000_Sheet1.csv,114,f_d0302_0010_0020,char_SHAWUJINMON,,действительно,проверить машинный усилитель,,"Если там действительно есть Титан, обязательно дайте нам знать.
Мы позаботимся об остальном!",
2,style_review,patch_text01,message/d03.mbe/000_Sheet1.csv,357,f_d0305_0040_0020,char_DAGOMON,,действительно,проверить машинный усилитель,,"Ты действительно оказал мне тогда медвежью услугу... Я хотел бы
отплатить тебе тем же, но...",
2,style_review,patch_text01,message/d03.mbe/000_Sheet1.csv,362,f_d0305_0060_0010,char_PLESIOMON,,довольно,проверить машинный усилитель,,"Похоже, ты очнулся. Некоторое время твоё состояние
оставалось довольно тяжёлым.",
2,style_review,patch_text01,message/d04.mbe/000_Sheet1.csv,56,f_d0402_0030_0010,char_GEKOMON,,довольно,проверить машинный усилитель,,"Большое спасибо, бульк! В последнее время здесь стало довольно
опасно, бульк.",
2,style_review,patch_text01,message/d04.mbe/000_Sheet1.csv,96,f_d0403_0030_0050,char_FLORAMON,,действительно,проверить машинный усилитель,,"...вы, люди, действительно потрясающе сильны! И вы такие крутые!",
2,style_review,patch_text01,message/d04.mbe/000_Sheet1.csv,119,f_d0403_9000_0050,char_SUNFLOWMON,,действительно,проверить машинный усилитель,,"Неужели я действительно выиграла? Хи-хи! Карточные битвы с
другими — это довольно весело.",
2,style_review,patch_text01,message/d04.mbe/000_Sheet1.csv,233,f_d0404_0300_0010,char_PINOCHIMON,,действительно,проверить машинный усилитель,,"Чувак, какая потрясающая вечеринка! Все трое действительно
выросли!",
2,style_review,patch_text01,message/d05.mbe/000_Sheet1.csv,95,f_d0501_0170_0010,char_ANKYLOMON,,действительно,проверить машинный усилитель,,"О, это вы, ребята! Спасибо за то, что было раньше. Вы
действительно спасли мою шкуру!",
2,style_review,patch_text01,message/d05.mbe/000_Sheet1.csv,185,f_d0501_9010_0050,char_METALMAMEMON,,довольно,проверить машинный усилитель,,"Вау, я выиграл. Эта колода кажется довольно хорошей, так что,
думаю, я еще немного потренируюсь с ней!",
2,style_review,patch_text01,message/d06.mbe/000_Sheet1.csv,84,f_d0603_0110_0090,char_WITCHMON,,действительно,проверить машинный усилитель,,Ого! Теперь мы действительно разозлили его!,
2,style_review,patch_text01,message/d06.mbe/000_Sheet1.csv,179,f_d0604_0260_0010,char_CLAVISANGEMON,,действительно,проверить машинный усилитель,,"Ты! Ты действительно думаешь, что тебе все это сойдет с рук?!",f_d0604_0260_0010
2,style_review,patch_text01,message/d06.mbe/000_Sheet1.csv,193,f_d0604_0270_0130,char_TUNOMON_TITAMON,,действительно,проверить машинный усилитель,,"Ланамон... Ты действительно планируешь оставить нас разбираться
с этим в одиночку?!",
2,style_review,patch_text01,message/d06.mbe/000_Sheet1.csv,215,f_d0604_0300_0040,char_RANAMON,,действительно,проверить машинный усилитель,,"Я была замаскирована под ангела, поэтому всё слышала. Им
действительно следует научиться держать язык за зубами.",
2,style_review,patch_text01,message/d06.mbe/000_Sheet1.csv,246,f_d0604_0400_0010,char_APOLLOMON,,довольно,проверить машинный усилитель,,"Понятно... Значит, открыть эту камеру довольно сложно?..",
2,style_review,patch_text01,message/d07.mbe/000_Sheet1.csv,187,f_d0703_0070_0150,char_WISEMON,,Действительно,проверить машинный усилитель,,"Действительно, сейчас период больших перемен, но я полагаю, вы
уже знали об этом.",
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,90,f_d0901_0120_0038,char_GEKOMON,,ДЕЙСТВИТЕЛЬНО,проверить машинный усилитель,,"Так что же ты решил сделать? Тебе ДЕЙСТВИТЕЛЬНО нужно идти туда,
глурп?",f_d0901_0120_0038
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,191,f_d0903_0025_0020,char_INORI,,довольно,проверить машинный усилитель,,Это довольно высоко...,
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,265,f_d0903_0045_0260,char_GRIFFOMON,,довольно,проверить машинный усилитель,,"Ха-ха... Да, я полагаю, это было довольно приятно.",f_d0903_0045_0260
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,406,f_d0904_0250_0080,char_WARUSEADRAMON,,довольно,проверить машинный усилитель,,"Впереди еще больше раненых, которым нужна ваша помощь, но
сначала вам нужно преодолеть довольно быстрое течение.",
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,466,f_d0904_0310_0020,char_VENUSMON,,действительно,проверить машинный усилитель,,Это действительно был самый грозный противник...,f_d0904_0310_0020
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,643,f_d0906_0020_0120,char_MINERVAMON,,действительно,проверить машинный усилитель,,"Эти двое составляют отличную пару... Я действительно горжусь ими
обоими!",
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,710,f_d0907_0010_0020,char_BACCHUSMON,,действительно,проверить машинный усилитель,,Так это действительно ты... Ты Сирена—,
2,style_review,patch_text01,message/d09.mbe/000_Sheet1.csv,732,f_d0907_0070_0010,char_MINERVAMON,,действительно,проверить машинный усилитель,,"Та встреча с ""похитителем яиц"" действительно помогла этим двоим
вырасти.",
2,style_review,patch_text01,message/d12.mbe/000_Sheet1.csv,94,f_d1204_0520_0010,char_INORI,,действительно,проверить машинный усилитель,,"Мне кажется, или что-то действительно не так?",f_d1204_0520_0010
2,style_review,patch_text01,message/d13.mbe/000_Sheet1.csv,67,f_d1301_0210_0010,,,довольно,проверить машинный усилитель,,"К сожалению, встреча с хирургами из Хигаси-Синдзюку
закончилась довольно неудачно.",
2,style_review,patch_text01,message/d14.mbe/000_Sheet1.csv,35,f_d1405_0060_0010,,,действительно,проверить машинный усилитель,,"Пиёмон без сознания... Неужели между дигимонами
действительно идёт война?",
2,style_review,patch_text01,message/h06.mbe/000_Sheet1.csv,18,f_h0601_0030_0050,char_LOTOSMON,,довольно,проверить машинный усилитель,,"Тот, кто создал это пространство, довольно хитер... У меня
такое чувство, что у нас схожее мышление.",
2,style_review,patch_text01,message/m050.mbe/000_Sheet1.csv,11,m050_010_071,char_PLAYER_M,,довольно,проверить машинный усилитель,,"Вчерашний день выдался довольно тяжёлым, да?{next}",
2,style_review,patch_text01,message/m050.mbe/000_Sheet1.csv,78,m050_030_290,char_OPERATOR_M,yes,довольно,проверить машинный усилитель,,"...и создать импровизированную систему определения координат.
Работает она довольно точно.",m050_030_290_M m050_030_290_F
2,style_review,patch_text01,message/m090.mbe/000_Sheet1.csv,100,m090_080_210,char_MINERVAMON,,Довольно,проверить машинный усилитель,,"Хм... Довольно расплывчато, тебе не кажется?",m090_080_210
2,style_review,patch_text01,message/m100.mbe/000_Sheet1.csv,61,m100_030_190,char_SIMMONS,,довольно,проверить машинный усилитель,,"Правда, это всего лишь прототип, поэтому он довольно громоздкий.",
2,style_review,patch_text01,message/m140.mbe/000_Sheet1.csv,9,m140_010_080,char_MERCURYMON,,действительно,проверить машинный усилитель,,"Кажется, предстоящей битвы действительно не избежать.",m140_010_080
2,style_review,patch_text01,message/m140.mbe/000_Sheet1.csv,38,m140_010_350,char_MINERVAMON,,действительно,проверить машинный усилитель,,"Так что прости за всё это, но нам действительно нужна твоя помощь.",m140_010_350
2,style_review,patch_text01,message/m150.mbe/000_Sheet1.csv,110,m150_070_360,char_GUARDROMON_GL,,действительно,проверить машинный усилитель,,С-серьёзно?! Вы действительно можете сражаться с Титанами?,
2,style_review,patch_text01,message/m150.mbe/000_Sheet1.csv,203,m150_110_120,char_AEGIOMON,,действительно,проверить машинный усилитель,,"Значит, это действительно один из тех Титанов, да?!",
2,style_review,patch_text01,message/m170.mbe/000_Sheet1.csv,262,m170_210_130,char_JUNOMON,,действительно,проверить машинный усилитель,,"Если Течение — действительно то, к чему стремятся Титаны,
тогда, скорее всего, они хотят—",m170_210_130
2,style_review,patch_text01,message/m210.mbe/000_Sheet1.csv,167,m210_050_150,char_INORI,,действительно,проверить машинный усилитель,,"Я действительно счастлива, что встретила тебя, Эгиомон.",m210_050_150
2,style_review,patch_text01,message/m240.mbe/000_Sheet1.csv,13,m240_020_090,char_MERCURYMON,,действительно,проверить машинный усилитель,,"Да, нелегко. Многие люди считают нас врагами. И мы действительно
причинили немалый ущерб.",m240_020_090
2,style_review,patch_text01,message/m250.mbe/000_Sheet1.csv,8,m250_020_020,char_INORI,,действительно,проверить машинный усилитель,,Этот город действительно изменился...,m250_020_020
2,style_review,patch_text01,message/m250.mbe/000_Sheet1.csv,23,m250_030_132,char_PLAYER_M,,действительно,проверить машинный усилитель,,Неужели действительно невозможно договориться...?{next},
2,style_review,patch_text01,message/m260.mbe/000_Sheet1.csv,34,m260_050_050,char_INORI,,довольно,проверить машинный усилитель,,"И всё это время она вела переговоры с Титанами... Это довольно
круто.",
2,style_review,patch_text01,message/m270.mbe/000_Sheet1.csv,31,m270_050_060,char_NARRATION,,действительно,проверить машинный усилитель,,"Остаётся только гадать... Была ли эта череда трагических событий
действительно неизбежной...?",m270_050_060
2,style_review,patch_text01,message/m285.mbe/000_Sheet1.csv,2,m285_010_010,char_AEGIOMON,,действительно,проверить машинный усилитель,,"Мы снова вернулись... Что вообще происходит... Неужели... нам
действительно удалось изменить прошлое...?",m285_010_010
2,style_review,patch_text01,message/m285.mbe/000_Sheet1.csv,39,m285_030_150,char_OPERATOR_M,,действительно,проверить машинный усилитель,,"И если такое действительно возможно... перевернутся сами
устои нашего мира.",
2,style_review,patch_text01,message/m290.mbe/000_Sheet1.csv,14,m290_050_010,char_INORI,,действительно,проверить машинный усилитель,,Здесь действительно никого нет... Только не говори...,m290_050_010
